,Month,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Mean
0,02- (1st),0.4567307692307692,0.9395604395604396,0.22448979591836735,0.9897959183673469,0.435,0.0,0.4722222222222222,1.0,0.3142857142857143,0.40229885057471265,0.7619047619047619,0.4117647058823529,0.5909090909090909,0.32558139534883723,0.0,0.48830291094697437
1,03- (1st),0.4567307692307692,0.6373626373626373,0.4897959183673469,1.0,0.435,1.0,0.16666666666666666,0.0,0.42857142857142855,0.5747126436781609,0.6984126984126984,0.6764705882352942,0.3409090909090909,1.0,0.8888888888888888,0.5862347553548655
2,04- (1st),0.4567307692307692,0.6978021978021978,0.7755102040816326,0.7040816326530612,0.0,0.40384615384615385,0.7222222222222222,0.2222222222222222,0.2,0.5747126436781609,0.6984126984126984,0.6764705882352942,0.5454545454545454,0.0,0.7592592592592593,0.49578167580654786
3,05- (1st),0.4567307692307692,0.9010989010989011,0.2653061224489796,0.0,0.34,0.46794871794871795,0.0,0.6,0.3142857142857143,0.6091954022988506,1.0,0.029411764705882353,0.36363636363636365,0.3488372093023256,0.7037037037037037,0.4266769779106806
4,06- (1st),0.4567307692307692,0.9230769230769231,0.8571428571428571,0.5816326530612245,0.64,0.4551282051282051,0.8055555555555556,0.6444444444444445,0.42857142857142855,0.5747126436781609,0.7777777777777778,0.4117647058823529,0.6136363636363636,0.5581395348837209,0.5740740740740741,0.6201591957429239
5,07- (1st),0.4567307692307692,0.9505494505494505,0.0,0.6938775510204082,0.41,0.4358974358974359,0.5277777777777778,0.5555555555555556,0.37142857142857144,0.5977011494252874,0.7619047619047619,0.29411764705882354,0.18181818181818182,0.5348837209302325,0.6481481481481481,0.49469271471636017
6,08- (1st),1.0,0.7747252747252747,0.3673469387755102,0.6632653061224489,1.0,0.47435897435897434,0.25,0.7555555555555555,0.34285714285714286,0.5057471264367817,0.5873015873015873,0.35294117647058826,0.6818181818181818,0.2558139534883721,0.7222222222222222,0.5822635626755092
7,09- (1st),0.0,0.9560439560439561,0.2857142857142857,0.8775510204081632,0.08,0.4230769230769231,0.5,0.26666666666666666,0.42857142857142855,0.5747126436781609,0.7936507936507936,0.4411764705882353,0.5,0.27906976744186046,0.7222222222222222,0.47523041187084636
8,10- (1st),0.7211538461538461,0.8351648351648352,0.14285714285714285,0.7346938775510204,0.57,0.34615384615384615,0.4444444444444444,0.6666666666666666,0.34285714285714286,0.5287356321839081,0.7301587301587301,0.35294117647058826,0.4090909090909091,0.6744186046511628,0.7777777777777778,0.5518076421454681
9,11- (1st),0.5096153846153846,0.9505494505494505,0.46938775510204084,0.8673469387755102,0.48,0.3974358974358974,1.0,0.4444444444444444,0.11428571428571428,0.45977011494252873,0.7142857142857143,0.17647058823529413,0.36363636363636365,0.18604651162790697,0.7037037037037037,0.5224652387759969
10,12- (1st),0.21153846153846154,0.7747252747252747,0.42857142857142855,0.7653061224489796,0.56,0.5641025641025641,0.3333333333333333,0.37777777777777777,0.3142857142857143,0.5632183908045977,0.6031746031746031,0.4411764705882353,0.5227272727272727,0.4418604651162791,0.6481481481481481,0.503329735156178
11,01- (2nd),0.49038461538461536,0.8571428571428571,0.1836734693877551,0.7959183673469388,0.39,0.4166666666666667,0.6666666666666666,0.6444444444444445,0.2,0.5287356321839081,0.7936507936507936,0.14705882352941177,0.18181818181818182,0.23255813953488372,0.6111111111111112,0.47598865125788237
12,02- (2nd),0.4230769230769231,0.7692307692307693,0.5102040816326531,0.7346938775510204,0.5,0.38461538461538464,0.3888888888888889,0.5333333333333333,0.6,0.5977011494252874,0.7619047619047619,0.5,0.9318181818181818,0.4883720930232558,0.6481481481481481,0.5847991728432405
13,03- (2nd),0.5769230769230769,0.9945054945054945,0.673469387755102,0.7755102040816326,0.46,0.38461538461538464,0.4166666666666667,0.5555555555555556,0.34285714285714286,0.47126436781609193,0.7619047619047619,0.5882352941176471,0.11363636363636363,0.5116279069767442,1.0,0.5751181071607775
14,04- (2nd),0.375,1.0,0.24489795918367346,0.8061224489795918,0.44,0.44871794871794873,0.4722222222222222,0.37777777777777777,0.3142857142857143,0.5172413793103449,0.6984126984126984,0.0,0.0,0.3023255813953488,0.7592592592592593,0.45041753263630535
15,05- (2nd),0.5673076923076923,0.9945054945054945,0.6122448979591837,0.7346938775510204,0.59,0.42948717948717946,0.5,0.6222222222222222,0.02857142857142857,0.5862068965517241,0.7301587301587301,0.7058823529411765,0.8181818181818182,0.2558139534883721,0.8518518518518519,0.6018085597185262
16,06- (2nd),0.4230769230769231,0.6428571428571429,0.4489795918367347,0.8367346938775511,0.33,0.44871794871794873,0.6944444444444444,0.6,0.0,0.5747126436781609,0.6666666666666666,0.4117647058823529,0.5909090909090909,0.23255813953488372,0.5555555555555556,0.4971318364691637
17,07- (2nd),0.9423076923076923,0.9945054945054945,1.0,0.8367346938775511,0.43,0.42948717948717946,0.6111111111111112,0.4444444444444444,0.9142857142857143,0.28735632183908044,0.8095238095238095,0.5,0.25,0.4418604651162791,0.7222222222222222,0.6409226099147052
18,08- (2nd),0.3557692307692308,0.8186813186813187,0.42857142857142855,0.673469387755102,0.34,0.3782051282051282,0.9166666666666666,0.26666666666666666,0.5428571428571428,1.0,0.7301587301587301,0.2647058823529412,1.0,0.3023255813953488,0.7129629629629629,0.5820693418028445
19,09- (2nd),0.2403846153846154,0.0,0.8163265306122449,0.9387755102040817,0.37,0.6794871794871795,0.5277777777777778,0.37777777777777777,1.0,0.0,0.0,1.0,0.5909090909090909,0.23255813953488372,0.7129629629629629,0.4991306389767077
