,Date-Time,Price,Volume,Bid Price,Bid Size,Ask Price,Ask Size,Side,BuyV,SellV
6938,2023-08-02 14:25:43.367571900,0.05,1,0.04,15,0.05,2,Buy,1,0
6939,2023-08-02 14:26:10.398030462,0.05,3,0.04,7,0.05,3,Buy,3,0
6940,2023-08-02 14:26:10.398030462,0.05,4,0.04,4,0.05,2,Buy,4,0
6941,2023-08-02 14:31:29.712924174,0.05,2,0.03,45,0.05,23,Buy,2,0
6942,2023-08-02 14:35:37.228232901,0.05,9,0.04,8,0.05,2,Buy,9,0
6943,2023-08-02 14:35:51.482650287,0.05,9,0.04,8,0.05,1,Buy,9,0
6944,2023-08-02 14:37:04.938158850,0.06,1,0.05,5,0.06,8,Buy,1,0
6945,2023-08-02 14:37:04.938158850,0.06,3,0.05,4,0.06,7,Buy,3,0
6946,2023-08-02 14:37:08.318317993,0.06,2,0.05,1,0.06,4,Buy,2,0
6947,2023-08-02 14:37:37.923336608,0.06,2,0.05,3,0.06,3,Buy,2,0
6948,2023-08-02 14:37:37.923336608,0.06,1,0.05,3,0.06,1,Buy,1,0
6949,2023-08-02 14:37:37.928319251,0.06,1,0.05,3,0.06,1,Buy,1,0
6950,2023-08-02 14:37:40.832765779,0.06,1,0.05,10,0.06,1,Buy,1,0
6951,2023-08-02 14:37:51.502904083,0.06,1,0.05,1,0.06,1,Buy,1,0
6952,2023-08-02 14:42:49.897739036,0.06,1,0.05,27,0.06,1,Buy,1,0
6953,2023-08-02 14:42:51.642974638,0.06,4,0.05,9,0.06,1,Buy,4,0
6954,2023-08-02 14:45:57.918157395,0.06,1,0.05,10,0.06,1,Buy,1,0
6955,2023-08-02 14:46:17.048172685,0.06,1,0.05,13,0.06,1,Buy,1,0
6956,2023-08-02 14:46:19.032614472,0.06,1,0.05,12,0.06,1,Buy,1,0
6957,2023-08-02 14:46:21.047629007,0.06,1,0.05,12,0.06,1,Buy,1,0
6958,2023-08-02 14:46:23.037878549,0.06,1,0.05,11,0.06,1,Buy,1,0
6959,2023-08-02 14:56:57.093096991,0.06,1,0.05,27,0.06,10,Buy,1,0
6960,2023-08-02 14:56:57.093096991,0.06,9,0.05,26,0.06,9,Buy,9,0
6961,2023-08-02 14:57:05.693343283,0.07,1,0.06,4,0.07,25,Buy,1,0
6962,2023-08-02 14:57:05.693343283,0.07,4,0.06,3,0.07,24,Buy,4,0
6963,2023-08-02 14:57:05.693343283,0.07,2,0.06,1,0.07,20,Buy,2,0
6964,2023-08-02 14:57:05.693343283,0.07,5,0.06,1,0.07,18,Buy,5,0
6965,2023-08-02 14:57:05.703297850,0.07,12,0.06,33,0.07,13,Buy,12,0
6966,2023-08-02 14:57:05.708279624,0.07,1,0.06,20,0.07,1,Buy,1,0
6967,2023-08-02 15:00:41.047849878,0.07,1,0.06,36,0.07,1,Buy,1,0
6968,2023-08-02 15:13:11.832609111,0.07,1,0.06,21,0.07,9,Buy,1,0
6969,2023-08-02 15:13:11.832609111,0.07,8,0.06,14,0.07,8,Buy,8,0
6970,2023-08-02 15:14:50.842892770,0.08,1,0.07,33,0.08,24,Buy,1,0
6971,2023-08-02 15:14:50.842892770,0.08,1,0.07,31,0.08,23,Buy,1,0
6972,2023-08-02 15:15:10.383114448,0.08,1,0.07,41,0.08,22,Buy,1,0
6973,2023-08-02 15:15:10.383114448,0.08,1,0.07,39,0.08,21,Buy,1,0
6974,2023-08-02 15:15:10.383114448,0.08,1,0.07,37,0.08,20,Buy,1,0
6975,2023-08-02 15:15:10.383114448,0.08,1,0.07,35,0.08,19,Buy,1,0
6976,2023-08-02 15:15:10.383114448,0.08,1,0.07,33,0.08,18,Buy,1,0
6977,2023-08-02 15:15:10.387783855,0.08,2,0.07,32,0.08,17,Buy,2,0
6978,2023-08-02 15:15:10.387783855,0.08,1,0.07,30,0.08,15,Buy,1,0
6979,2023-08-02 15:15:10.387783855,0.08,2,0.07,29,0.08,14,Buy,2,0
6980,2023-08-02 15:15:10.387783855,0.08,1,0.07,7,0.08,12,Buy,1,0
6981,2023-08-02 15:15:10.387783855,0.08,3,0.07,6,0.08,11,Buy,3,0
6982,2023-08-02 15:15:10.387783855,0.08,8,0.07,5,0.08,8,Buy,8,0
6983,2023-08-02 15:15:24.127784818,0.08,5,0.08,12,0.09,48,Sell,0,5
6984,2023-08-02 15:19:46.062753132,0.08,1,0.07,34,0.08,10,Buy,1,0
6985,2023-08-02 15:22:08.827964401,0.08,1,0.07,42,0.08,9,Buy,1,0
6986,2023-08-02 15:22:14.342770578,0.08,1,0.07,44,0.08,8,Buy,1,0
6987,2023-08-02 15:22:14.342770578,0.08,7,0.07,43,0.08,7,Buy,7,0
6988,2023-08-02 15:25:33.303233400,0.08,3,0.08,3,0.09,43,Sell,0,3
6989,2023-08-02 15:25:33.303233400,0.08,1,0.07,34,0.08,1,Buy,1,0
6990,2023-08-02 15:45:32.232615361,0.09,42,0.08,6,0.09,43,Buy,42,0
6991,2023-08-02 16:19:06.102704721,0.09,17,0.08,19,0.09,8,Buy,17,0
6992,2023-08-02 16:26:08.602746615,0.08,2,0.08,4,0.09,5,Sell,0,2
6993,2023-08-02 17:13:42.357651608,0.09,3,0.08,21,0.09,5,Buy,3,0
6994,2023-08-02 17:13:42.357651608,0.09,1,0.08,18,0.09,2,Buy,1,0
6995,2023-08-02 17:13:42.357651608,0.09,1,0.08,17,0.09,1,Buy,1,0
6996,2023-08-02 17:13:42.357651608,0.09,2,0.08,16,0.09,7,Buy,2,0
6997,2023-08-02 17:13:42.357651608,0.09,1,0.08,14,0.09,5,Buy,1,0
6998,2023-08-02 17:13:42.357651608,0.09,1,0.08,13,0.09,4,Buy,1,0
6999,2023-08-02 17:13:42.362556349,0.09,2,0.08,12,0.09,3,Buy,2,0
7000,2023-08-02 17:13:42.362556349,0.09,2,0.08,10,0.09,1,Buy,2,0
7001,2023-08-02 17:13:42.362556349,0.09,2,0.08,8,0.09,6,Buy,2,0
7002,2023-08-02 17:13:42.362556349,0.09,2,0.08,6,0.09,4,Buy,2,0
7003,2023-08-02 17:13:42.362556349,0.09,2,0.08,4,0.09,2,Buy,2,0
7004,2023-08-02 17:13:42.362556349,0.09,2,0.08,2,0.09,7,Buy,2,0
7005,2023-08-02 17:17:33.072617000,0.09,1,0.08,28,0.09,5,Buy,1,0
7006,2023-08-02 17:18:21.052974128,0.09,4,0.08,4,0.09,7,Buy,4,0
7007,2023-08-02 17:29:31.818020718,0.07,1,0.07,1,0.08,1,Sell,0,1
7008,2023-08-02 18:07:55.403304517,0.08,2,0.07,27,0.08,2,Buy,2,0
7009,2023-08-02 18:12:37.137471687,0.09,1,0.08,28,0.09,15,Buy,1,0
7010,2023-08-02 18:13:40.107923548,0.09,9,0.08,12,0.09,21,Buy,9,0
7011,2023-08-02 18:13:55.118020588,0.09,8,0.08,8,0.09,17,Buy,8,0
7012,2023-08-02 18:13:56.188320681,0.09,3,0.08,3,0.09,14,Buy,3,0
7013,2023-08-02 18:14:00.028447794,0.09,1,0.08,12,0.09,11,Buy,1,0
7014,2023-08-02 18:14:02.012741172,0.09,2,0.08,3,0.09,10,Buy,2,0
7015,2023-08-02 18:14:03.008375118,0.09,2,0.08,3,0.09,8,Buy,2,0
7016,2023-08-02 18:14:03.127859360,0.09,1,0.08,9,0.09,13,Buy,1,0
7017,2023-08-02 18:14:16.222512380,0.09,3,0.08,25,0.09,14,Buy,3,0
7018,2023-08-02 18:14:17.022875879,0.09,1,0.08,25,0.09,16,Buy,1,0
7019,2023-08-02 18:14:19.023059300,0.09,2,0.08,24,0.09,15,Buy,2,0
7020,2023-08-02 18:14:19.512908301,0.09,1,0.08,23,0.09,13,Buy,1,0
7021,2023-08-02 18:14:22.203108828,0.09,1,0.08,21,0.09,17,Buy,1,0
7022,2023-08-02 18:14:23.017513605,0.09,2,0.08,23,0.09,16,Buy,2,0
7023,2023-08-02 18:14:23.512520839,0.09,1,0.08,18,0.09,14,Buy,1,0
7024,2023-08-02 18:14:26.018344351,0.09,2,0.08,13,0.09,13,Buy,2,0
7025,2023-08-02 18:14:27.017961229,0.09,1,0.08,25,0.09,11,Buy,1,0
7026,2023-08-02 18:14:27.127512123,0.09,1,0.08,14,0.09,17,Buy,1,0
7027,2023-08-02 18:14:27.132510830,0.09,4,0.08,14,0.09,16,Buy,4,0
7028,2023-08-02 18:14:27.487899566,0.09,1,0.08,17,0.09,12,Buy,1,0
7029,2023-08-02 18:14:28.012583698,0.09,2,0.08,19,0.09,11,Buy,2,0
7030,2023-08-02 18:14:28.197777454,0.09,5,0.08,22,0.09,9,Buy,5,0
7031,2023-08-02 18:14:28.247561799,0.09,1,0.08,22,0.09,4,Buy,1,0
7032,2023-08-02 18:14:29.013199360,0.09,1,0.08,20,0.09,3,Buy,1,0
7033,2023-08-02 18:14:37.008096611,0.09,2,0.08,18,0.09,2,Buy,2,0
7034,2023-08-02 18:14:38.158061432,0.09,1,0.08,23,0.09,7,Buy,1,0
7035,2023-08-02 18:14:39.122809197,0.09,1,0.08,20,0.09,6,Buy,1,0
7036,2023-08-02 18:14:39.488209703,0.09,1,0.08,21,0.09,5,Buy,1,0
7037,2023-08-02 18:14:40.007923438,0.09,2,0.08,20,0.09,4,Buy,2,0
7038,2023-08-02 18:14:40.057711133,0.09,1,0.08,20,0.09,2,Buy,1,0
7039,2023-08-02 18:14:40.193122192,0.09,4,0.08,16,0.09,1,Buy,4,0
7040,2023-08-02 18:14:41.007541895,0.09,2,0.08,15,0.09,4,Buy,2,0
7041,2023-08-02 18:14:42.167503886,0.09,8,0.08,18,0.09,2,Buy,8,0
7042,2023-08-02 18:14:45.828364790,0.09,1,0.08,22,0.09,1,Buy,1,0
7043,2023-08-02 18:14:45.853262166,0.09,4,0.08,21,0.09,7,Buy,4,0
7044,2023-08-02 18:14:50.193206442,0.09,1,0.08,9,0.09,4,Buy,1,0
7045,2023-08-02 18:14:57.218370416,0.09,1,0.08,24,0.09,4,Buy,1,0
7046,2023-08-02 18:17:17.103212982,0.09,3,0.08,6,0.09,3,Buy,3,0
7047,2023-08-02 18:17:17.103212982,0.09,2,0.08,3,0.09,2,Buy,2,0
7048,2023-08-03 00:04:01.122995950,0.1,1,0.09,16,0.1,28,Buy,1,0
7049,2023-08-03 08:28:01.347413406,0.09,9,0.08,18,0.09,9,Buy,9,0
7050,2023-08-03 11:17:41.902435212,0.09,1,0.09,1,0.1,19,Sell,0,1
7051,2023-08-03 12:21:13.682466383,0.08,1,0.08,1,0.09,43,Sell,0,1
7052,2023-08-03 13:38:21.723230785,0.08,1,0.08,1,0.09,49,Sell,0,1
7053,2023-08-03 13:41:59.177607495,0.07,1,0.07,2,0.08,1,Sell,0,1
7054,2023-08-03 13:42:41.907914101,0.07,1,0.07,1,0.09,64,Sell,0,1
7055,2023-08-03 13:43:50.102698229,0.06,1,0.06,1,0.08,21,Sell,0,1
7056,2023-08-03 13:56:40.308007243,0.06,2,0.05,9,0.06,2,Buy,2,0
7057,2023-08-03 13:56:40.308007243,0.06,5,0.05,7,0.06,2,Buy,5,0
7058,2023-08-03 13:56:40.313140100,0.06,8,0.05,2,0.06,1,Buy,8,0
7059,2023-08-03 14:11:52.322931522,0.05,2,0.05,2,0.06,8,Sell,0,2
7060,2023-08-03 14:14:27.098341469,0.05,10,0.04,52,0.05,2,Buy,10,0
7061,2023-08-03 15:01:00.923306424,0.04,4,0.04,15,0.05,27,Sell,0,4
7062,2023-08-03 15:01:00.923306424,0.04,2,0.04,11,0.05,22,Sell,0,2
7063,2023-08-03 15:01:00.928295592,0.04,9,0.04,9,0.05,15,Sell,0,9
7064,2023-08-03 15:03:44.852736027,0.04,2,0.04,3,0.05,13,Sell,0,2
7065,2023-08-03 15:03:44.852736027,0.04,1,0.04,1,0.05,2,Sell,0,1
7066,2023-08-03 15:07:13.378081664,0.03,1,0.03,24,0.04,7,Sell,0,1
7067,2023-08-03 15:17:09.332662951,0.03,1,0.03,28,0.04,5,Sell,0,1
7068,2023-08-03 15:17:37.527882748,0.03,25,0.03,27,0.04,13,Sell,0,25
7069,2023-08-03 15:17:53.648047108,0.03,2,0.03,2,0.04,10,Sell,0,2
7070,2023-08-03 15:21:57.467624439,0.03,1,0.03,1,0.04,35,Sell,0,1
7071,2023-08-03 15:22:00.392759499,0.03,1,0.03,1,0.04,35,Sell,0,1
7072,2023-08-03 15:22:13.933257419,0.03,1,0.03,1,0.04,35,Sell,0,1
7073,2023-08-03 15:22:13.938244759,0.03,1,0.03,1,0.04,34,Sell,0,1
7074,2023-08-03 15:22:28.607847753,0.03,1,0.03,1,0.04,34,Sell,0,1
7075,2023-08-03 15:22:32.168216029,0.03,1,0.03,1,0.04,34,Sell,0,1
7076,2023-08-03 15:22:33.182798305,0.03,1,0.03,1,0.04,34,Sell,0,1
7077,2023-08-03 15:22:36.038231566,0.03,1,0.03,1,0.04,36,Sell,0,1
7078,2023-08-03 15:22:36.043200712,0.03,1,0.03,1,0.04,13,Sell,0,1
7079,2023-08-03 15:22:42.237999115,0.03,1,0.03,1,0.04,38,Sell,0,1
7080,2023-08-03 15:25:02.033228583,0.03,1,0.03,1,0.04,41,Sell,0,1
7081,2023-08-03 15:25:18.797882833,0.03,1,0.03,1,0.04,2,Sell,0,1
7082,2023-08-03 15:31:01.043054883,0.04,2,0.03,60,0.04,2,Buy,2,0
7083,2023-08-03 15:35:34.298342402,0.04,4,0.04,4,0.05,38,Sell,0,4
7084,2023-08-03 15:45:05.892795824,0.04,2,0.03,52,0.04,2,Buy,2,0
7085,2023-08-03 16:49:36.503178650,0.05,1,0.05,2,0.06,6,Sell,0,1
7086,2023-08-03 16:49:36.508164438,0.05,1,0.05,1,0.06,6,Sell,0,1
7087,2023-08-03 16:51:57.577806397,0.04,2,0.04,2,0.05,4,Sell,0,2
7088,2023-08-03 16:57:31.188102008,0.03,27,0.03,30,0.05,37,Sell,0,27
7089,2023-08-03 16:57:39.623060252,0.03,4,0.03,4,0.04,2,Sell,0,4
7090,2023-08-03 16:57:39.623060252,0.03,1,0.03,1,0.04,2,Sell,0,1
7091,2023-08-03 16:57:39.628116975,0.03,1,0.03,1,0.04,9,Sell,0,1
7092,2023-08-03 16:57:39.633017960,0.03,1,0.03,1,0.04,9,Sell,0,1
7093,2023-08-03 16:57:39.638002131,0.03,1,0.03,1,0.04,3,Sell,0,1
7094,2023-08-03 16:57:39.642984035,0.03,1,0.03,1,0.04,3,Sell,0,1
7095,2023-08-03 16:57:39.642984035,0.03,1,0.03,1,0.04,3,Sell,0,1
7096,2023-08-03 16:57:39.717653034,0.03,1,0.03,1,0.04,16,Sell,0,1
7097,2023-08-03 16:57:40.342936097,0.03,1,0.03,1,0.04,24,Sell,0,1
7098,2023-08-03 16:57:40.352868515,0.03,1,0.03,1,0.04,28,Sell,0,1
7099,2023-08-03 16:57:40.357841462,0.03,1,0.03,1,0.04,23,Sell,0,1
7100,2023-08-03 16:57:41.512777560,0.03,1,0.03,1,0.04,24,Sell,0,1
7101,2023-08-03 16:57:41.517756290,0.03,1,0.03,1,0.04,28,Sell,0,1
7102,2023-08-03 16:57:41.522728744,0.03,1,0.03,1,0.04,28,Sell,0,1
7103,2023-08-03 16:58:24.268149965,0.03,1,0.03,1,0.04,18,Sell,0,1
7104,2023-08-03 16:58:41.857837585,0.03,1,0.03,1,0.04,12,Sell,0,1
7105,2023-08-03 16:58:41.857837585,0.03,1,0.03,1,0.04,10,Sell,0,1
7106,2023-08-03 16:59:14.482583870,0.03,2,0.02,63,0.03,4,Buy,2,0
7107,2023-08-03 16:59:43.743122157,0.03,2,0.02,61,0.03,2,Buy,2,0
7108,2023-08-03 16:59:43.743122157,0.03,3,0.03,3,0.05,41,Sell,0,3
7109,2023-08-03 17:01:07.927528469,0.03,5,0.03,5,0.04,24,Sell,0,5
7110,2023-08-03 17:02:33.428147352,0.03,4,0.03,4,0.05,30,Sell,0,4
7111,2023-08-03 17:13:02.103015674,0.03,1,0.03,2,0.04,36,Sell,0,1
7112,2023-08-03 17:13:02.103015674,0.03,1,0.03,1,0.04,36,Sell,0,1
7113,2023-08-03 17:14:17.597560129,0.03,1,0.03,2,0.04,47,Sell,0,1
7114,2023-08-03 17:14:17.597560129,0.03,1,0.03,1,0.04,47,Sell,0,1
7115,2023-08-03 17:18:39.747576754,0.02,34,0.02,37,0.03,22,Sell,0,34
7116,2023-08-03 17:20:13.412490058,0.02,6,0.02,6,0.03,19,Sell,0,6
7117,2023-08-03 17:22:16.947975128,0.02,6,0.02,6,0.03,54,Sell,0,6
7118,2023-08-03 17:30:34.172964435,0.02,2,0.02,2,0.03,15,Sell,0,2
7119,2023-08-03 17:39:42.138199242,0.02,18,0.02,20,0.03,30,Sell,0,18
7120,2023-08-03 17:39:42.143124373,0.02,1,0.02,2,0.03,26,Sell,0,1
7121,2023-08-03 17:58:23.937980278,0.02,3,0.02,22,0.03,19,Sell,0,3
7122,2023-08-03 18:05:16.092416597,0.03,2,0.02,23,0.03,19,Buy,2,0
7123,2023-08-03 18:06:19.038084194,0.03,1,0.02,23,0.03,17,Buy,1,0
7124,2023-08-03 18:07:34.802449365,0.03,4,0.02,23,0.03,4,Buy,4,0
7125,2023-08-03 18:07:39.327556690,0.03,4,0.02,32,0.03,4,Buy,4,0
7126,2023-08-03 18:08:25.678070509,0.03,2,0.02,23,0.03,4,Buy,2,0
7127,2023-08-03 18:09:24.492846040,0.03,1,0.02,23,0.03,2,Buy,1,0
7128,2023-08-03 18:09:28.572933057,0.03,1,0.02,27,0.03,1,Buy,1,0
7129,2023-08-03 18:10:34.397946276,0.03,1,0.02,27,0.03,1,Buy,1,0
7130,2023-08-03 18:13:53.072663890,0.05,2,0.04,8,0.05,10,Buy,2,0
7131,2023-08-03 18:14:03.312711703,0.05,1,0.04,55,0.05,8,Buy,1,0
7132,2023-08-03 18:14:03.312711703,0.05,3,0.04,54,0.05,7,Buy,3,0
7133,2023-08-03 18:14:03.312711703,0.05,4,0.04,51,0.05,4,Buy,4,0
7134,2023-08-03 18:14:41.177468228,0.06,1,0.04,40,0.06,42,Buy,1,0
7135,2023-08-03 18:14:53.197694963,0.06,1,0.05,5,0.06,42,Buy,1,0
7136,2023-08-03 18:14:55.202905317,0.06,1,0.05,12,0.06,41,Buy,1,0
7137,2023-08-03 18:14:57.208082799,0.06,1,0.05,6,0.06,40,Buy,1,0
7138,2023-08-03 18:14:58.032518248,0.06,2,0.05,1,0.06,39,Buy,2,0
7139,2023-08-03 18:14:58.032518248,0.06,1,0.05,1,0.06,37,Buy,1,0
7140,2023-08-03 18:14:58.187782463,0.06,1,0.05,2,0.06,36,Buy,1,0
7141,2023-08-03 18:15:55.402582551,0.05,1,0.04,37,0.05,5,Buy,1,0
7142,2023-08-03 18:15:55.407595872,0.05,4,0.04,37,0.05,4,Buy,4,0
7143,2023-08-03 18:16:05.437591070,0.05,1,0.04,47,0.05,1,Buy,1,0
7144,2023-08-04 00:08:25.932926201,0.05,1,0.04,27,0.05,3,Buy,1,0
7145,2023-08-04 00:46:29.228210122,0.05,1,0.04,14,0.05,2,Buy,1,0
7146,2023-08-04 00:46:49.197559591,0.05,1,0.04,41,0.05,1,Buy,1,0
7147,2023-08-04 07:22:02.217568089,0.06,1,0.04,36,0.06,43,Buy,1,0
7148,2023-08-04 08:11:14.343336444,0.04,7,0.04,10,0.06,83,Sell,0,7
7149,2023-08-04 13:35:17.247823987,0.04,2,0.04,4,0.05,16,Sell,0,2
7150,2023-08-04 13:35:17.247823987,0.04,2,0.04,2,0.05,14,Sell,0,2
7151,2023-08-04 13:35:24.127607488,0.04,1,0.04,1,0.05,5,Sell,0,1
7152,2023-08-04 13:35:24.147605377,0.04,1,0.04,1,0.05,19,Sell,0,1
7153,2023-08-04 13:35:26.562797334,0.04,1,0.04,1,0.05,1,Sell,0,1
7154,2023-08-04 13:35:52.633274511,0.04,1,0.04,1,0.05,21,Sell,0,1
7155,2023-08-04 13:46:47.048136711,0.05,3,0.04,61,0.05,3,Buy,3,0
7156,2023-08-04 13:47:28.122812844,0.06,2,0.05,6,0.06,76,Buy,2,0
7157,2023-08-04 13:47:39.418220338,0.06,1,0.05,2,0.06,74,Buy,1,0
7158,2023-08-04 14:38:45.282834370,0.04,1,0.04,28,0.05,4,Sell,0,1
7159,2023-08-04 14:47:31.578182502,0.05,1,0.04,29,0.05,2,Buy,1,0
7160,2023-08-04 14:47:31.578182502,0.05,1,0.04,29,0.05,1,Buy,1,0
7161,2023-08-04 15:26:43.352933016,0.05,1,0.04,58,0.05,1,Buy,1,0
7162,2023-08-04 15:26:43.362886791,0.05,1,0.04,58,0.05,1,Buy,1,0
7163,2023-08-04 15:28:56.733331197,0.05,5,0.04,58,0.05,5,Buy,5,0
7164,2023-08-04 15:31:30.678453877,0.05,2,0.05,5,0.06,75,Sell,0,2
7165,2023-08-04 15:31:30.698390642,0.05,2,0.05,3,0.06,94,Sell,0,2
7166,2023-08-04 15:31:30.763074767,0.05,1,0.05,1,0.06,94,Sell,0,1
7167,2023-08-04 15:48:15.828429965,0.04,1,0.04,58,0.06,109,Sell,0,1
7168,2023-08-04 16:00:24.867640341,0.05,1,0.04,61,0.05,1,Buy,1,0
7169,2023-08-04 17:24:47.148109952,0.06,22,0.05,35,0.06,73,Buy,22,0
7170,2023-08-04 17:24:47.302525712,0.06,2,0.05,17,0.06,51,Buy,2,0
7171,2023-08-04 17:25:02.207988885,0.06,1,0.05,15,0.06,49,Buy,1,0
7172,2023-08-04 17:44:21.983082755,0.06,11,0.05,20,0.06,48,Buy,11,0
7173,2023-08-04 17:44:29.622544987,0.06,1,0.05,14,0.06,37,Buy,1,0
7174,2023-08-04 17:46:25.868191937,0.06,9,0.05,18,0.06,36,Buy,9,0
7175,2023-08-04 17:48:12.562759770,0.06,2,0.05,20,0.06,6,Buy,2,0
7176,2023-08-04 17:48:12.562759770,0.06,2,0.05,18,0.06,4,Buy,2,0
7177,2023-08-04 17:48:12.562759770,0.06,2,0.05,16,0.06,2,Buy,2,0
7178,2023-08-04 17:57:38.342478559,0.07,3,0.06,13,0.07,23,Buy,3,0
7179,2023-08-04 18:00:41.858032433,0.07,10,0.06,28,0.07,34,Buy,10,0
7180,2023-08-04 18:02:50.902636920,0.07,3,0.06,29,0.07,23,Buy,3,0
7181,2023-08-04 18:02:51.502828261,0.07,1,0.06,26,0.07,20,Buy,1,0
7182,2023-08-04 18:02:56.262937151,0.07,1,0.06,25,0.07,19,Buy,1,0
7183,2023-08-04 18:03:02.168090895,0.07,1,0.06,31,0.07,18,Buy,1,0
7184,2023-08-04 18:03:21.872594869,0.07,3,0.06,39,0.07,17,Buy,3,0
7185,2023-08-04 18:03:21.872594869,0.07,11,0.06,36,0.07,14,Buy,11,0
7186,2023-08-04 18:03:22.467886515,0.07,1,0.06,16,0.07,3,Buy,1,0
7187,2023-08-04 18:03:52.842599927,0.07,2,0.06,15,0.07,2,Buy,2,0
7188,2023-08-04 18:05:16.088051023,0.08,1,0.07,23,0.08,38,Buy,1,0
7189,2023-08-04 18:14:02.057831082,0.08,1,0.07,15,0.08,70,Buy,1,0
7190,2023-08-04 18:14:04.167643798,0.08,1,0.06,46,0.08,69,Buy,1,0
7191,2023-08-04 18:14:08.073404016,0.08,2,0.07,8,0.08,68,Buy,2,0
7192,2023-08-04 18:14:14.092978128,0.08,2,0.07,36,0.08,66,Buy,2,0
7193,2023-08-04 18:14:15.198131095,0.08,2,0.07,13,0.08,64,Buy,2,0
7194,2023-08-04 18:14:17.097792190,0.08,2,0.07,28,0.08,62,Buy,2,0
7195,2023-08-04 18:14:19.102989218,0.08,2,0.07,21,0.08,60,Buy,2,0
7196,2023-08-04 18:14:21.113165459,0.08,3,0.07,25,0.08,58,Buy,3,0
7197,2023-08-04 18:14:21.222750092,0.08,3,0.07,4,0.08,55,Buy,3,0
7198,2023-08-04 18:14:21.222750092,0.08,1,0.06,43,0.08,52,Buy,1,0
7199,2023-08-04 18:14:23.118368134,0.08,1,0.07,3,0.08,51,Buy,1,0
7200,2023-08-04 18:14:25.122556815,0.08,1,0.06,38,0.08,50,Buy,1,0
7201,2023-08-04 18:14:27.218345992,0.08,1,0.06,37,0.08,49,Buy,1,0
7202,2023-08-04 18:14:29.132952204,0.08,1,0.07,7,0.08,48,Buy,1,0
7203,2023-08-04 18:14:32.142729370,0.08,4,0.07,7,0.08,47,Buy,4,0
7204,2023-08-04 18:14:33.138357175,0.08,4,0.07,17,0.08,43,Buy,4,0
7205,2023-08-04 18:14:34.147941282,0.08,2,0.07,9,0.08,39,Buy,2,0
7206,2023-08-04 18:14:34.513319583,0.08,1,0.07,5,0.08,37,Buy,1,0
7207,2023-08-04 18:14:36.153135180,0.08,2,0.07,30,0.08,36,Buy,2,0
7208,2023-08-04 18:14:36.187977651,0.08,33,0.07,25,0.08,34,Buy,33,0
7209,2023-08-04 18:14:37.417660048,0.08,1,0.07,36,0.08,1,Buy,1,0
7210,2023-08-04 18:14:45.857610258,0.09,1,0.08,9,0.09,73,Buy,1,0
7211,2023-08-04 18:14:47.182717081,0.09,1,0.07,56,0.09,72,Buy,1,0
7212,2023-08-04 18:14:49.187898665,0.09,1,0.08,21,0.09,71,Buy,1,0
7213,2023-08-04 18:14:51.198071364,0.09,2,0.08,23,0.09,70,Buy,2,0
7214,2023-08-04 18:14:53.203260791,0.09,2,0.08,27,0.09,68,Buy,2,0
7215,2023-08-04 18:14:58.023120891,0.09,2,0.08,2,0.09,66,Buy,2,0
7216,2023-08-04 18:14:58.028087816,0.09,2,0.07,25,0.09,64,Buy,2,0
7217,2023-08-04 18:14:58.033062764,0.09,1,0.07,25,0.09,62,Buy,1,0
7218,2023-08-04 18:14:58.198334633,0.09,3,0.07,26,0.09,61,Buy,3,0
7219,2023-08-04 18:15:03.253140876,0.09,12,0.08,12,0.09,58,Buy,12,0
7220,2023-08-04 18:15:16.043087562,0.09,1,0.08,1,0.09,53,Buy,1,0
7221,2023-08-04 18:15:16.047980708,0.09,1,0.08,1,0.09,52,Buy,1,0
7222,2023-08-04 18:15:16.047980708,0.09,1,0.08,1,0.09,51,Buy,1,0
7223,2023-08-04 18:16:12.312942005,0.09,2,0.08,28,0.09,45,Buy,2,0
7224,2023-08-04 18:16:30.837607230,0.09,1,0.08,25,0.09,41,Buy,1,0
7225,2023-08-04 18:16:30.837607230,0.09,1,0.08,20,0.09,40,Buy,1,0
7226,2023-08-07 00:00:00.432684532,0.09,1,0.08,14,0.09,45,Buy,1,0
7227,2023-08-07 00:00:00.577971613,0.09,1,0.08,10,0.09,44,Buy,1,0
7228,2023-08-07 00:00:00.582927941,0.09,1,0.08,8,0.09,43,Buy,1,0
7229,2023-08-07 00:00:00.587905734,0.09,1,0.08,7,0.09,42,Buy,1,0
7230,2023-08-07 00:00:00.597891448,0.09,1,0.08,4,0.09,41,Buy,1,0
7231,2023-08-07 00:00:00.597891448,0.09,1,0.08,3,0.09,40,Buy,1,0
7232,2023-08-07 00:00:00.597891448,0.09,1,0.08,2,0.09,39,Buy,1,0
7233,2023-08-07 00:00:00.607851131,0.09,1,0.08,1,0.09,38,Buy,1,0
7234,2023-08-07 00:00:01.327667742,0.09,1,0.08,15,0.09,37,Buy,1,0
7235,2023-08-07 00:00:01.448139559,0.09,1,0.08,16,0.09,36,Buy,1,0
7236,2023-08-07 00:00:01.747834986,0.09,1,0.08,7,0.09,40,Buy,1,0
7237,2023-08-07 00:00:01.807569547,0.09,1,0.08,7,0.09,39,Buy,1,0
7238,2023-08-07 00:00:01.898168289,0.09,1,0.08,17,0.09,38,Buy,1,0
7239,2023-08-07 00:00:02.212485077,0.09,1,0.08,7,0.09,37,Buy,1,0
7240,2023-08-07 00:00:02.608057726,0.09,1,0.08,7,0.09,36,Buy,1,0
