,Date-Time,Price,Volume,Bid Price,Bid Size,Ask Price,Ask Size,Side,BuyV,SellV
25,2023-01-10 19:18:53.995447130,0.06,1,0.06,5,0.07,1,Sell,0,1
26,2023-01-10 19:18:53.995447130,0.06,1,0.06,4,0.07,1,Sell,0,1
27,2023-01-11 13:18:26.347141394,0.07,2,0.07,13,0.12,2,Sell,0,2
28,2023-01-11 13:18:26.555138369,0.07,2,0.07,11,0.12,2,Sell,0,2
29,2023-01-11 13:18:26.667717262,0.07,2,0.07,9,0.12,2,Sell,0,2
30,2023-01-11 13:18:26.891235054,0.07,2,0.07,7,0.12,2,Sell,0,2
31,2023-01-11 13:18:27.119745813,0.07,2,0.07,5,0.12,2,Sell,0,2
32,2023-01-11 14:51:20.403450753,0.11,2,0.08,1,0.11,2,Buy,2,0
33,2023-01-11 14:53:47.611200640,0.12,2,0.08,1,0.12,2,Buy,2,0
34,2023-01-11 14:53:49.504107587,0.13,5,0.12,4,0.13,5,Buy,5,0
35,2023-01-11 14:56:47.027762672,0.07,1,0.07,17,0.13,9,Sell,0,1
36,2023-01-11 14:56:47.967253331,0.07,1,0.07,18,0.13,9,Sell,0,1
37,2023-01-11 14:56:48.979221765,0.07,3,0.07,17,0.13,10,Sell,0,3
38,2023-01-11 14:57:14.343783012,0.08,6,0.07,26,0.08,6,Buy,6,0
39,2023-01-11 14:57:14.351745637,0.08,4,0.08,4,0.12,2,Sell,0,4
40,2023-01-11 14:58:29.487755194,0.07,1,0.07,26,0.09,1,Sell,0,1
41,2023-01-11 17:39:39.983365555,0.08,2,0.08,10,0.1,1,Sell,0,2
42,2023-01-11 17:39:40.839145467,0.08,1,0.08,8,0.09,2,Sell,0,1
43,2023-01-11 17:39:41.043300844,0.08,2,0.08,7,0.09,2,Sell,0,2
44,2023-01-11 17:39:41.251807674,0.08,1,0.08,5,0.09,2,Sell,0,1
45,2023-01-11 17:39:41.463877347,0.08,1,0.08,4,0.09,1,Sell,0,1
46,2023-01-11 17:39:41.667969535,0.08,1,0.08,3,0.09,1,Sell,0,1
47,2023-01-11 17:39:41.888004787,0.08,1,0.08,2,0.09,1,Sell,0,1
48,2023-01-11 17:39:42.295376878,0.08,1,0.08,1,0.09,2,Sell,0,1
49,2023-01-11 17:40:15.999199163,0.08,1,0.08,5,0.09,5,Sell,0,1
50,2023-01-11 17:40:16.007341028,0.08,4,0.08,4,0.09,5,Sell,0,4
51,2023-01-11 17:40:16.107713044,0.07,1,0.07,22,0.08,1,Sell,0,1
52,2023-01-11 17:40:16.375226437,0.07,1,0.07,21,0.08,1,Sell,0,1
53,2023-01-11 17:40:16.571661832,0.07,1,0.07,20,0.08,2,Sell,0,1
54,2023-01-11 17:40:16.775193593,0.07,1,0.07,19,0.08,2,Sell,0,1
55,2023-01-11 17:40:17.003772456,0.07,1,0.07,18,0.08,2,Sell,0,1
56,2023-01-11 17:40:17.211853239,0.07,2,0.07,17,0.08,2,Sell,0,2
57,2023-01-11 17:40:17.411214135,0.07,1,0.07,15,0.08,2,Sell,0,1
58,2023-01-11 17:41:57.279350513,0.07,1,0.07,51,0.08,10,Sell,0,1
59,2023-01-11 17:42:06.915277303,0.07,1,0.07,45,0.08,11,Sell,0,1
60,2023-01-11 17:42:58.531328786,0.08,1,0.07,46,0.08,1,Buy,1,0
61,2023-01-11 18:18:20.403176651,0.09,1,0.09,1,0.11,12,Sell,0,1
62,2023-01-11 18:18:20.411471781,0.09,1,0.09,1,0.11,11,Sell,0,1
63,2023-01-11 18:18:20.415179498,0.09,1,0.09,1,0.11,11,Sell,0,1
64,2023-01-11 18:18:20.435247014,0.09,1,0.09,1,0.11,11,Sell,0,1
65,2023-01-11 18:18:27.947448944,0.09,1,0.09,1,0.11,11,Sell,0,1
66,2023-01-11 19:12:50.411774690,0.09,1,0.09,25,0.1,11,Sell,0,1
67,2023-01-11 19:12:54.436087598,0.09,1,0.09,24,0.1,11,Sell,0,1
68,2023-01-11 19:14:19.899700917,0.09,1,0.09,23,0.1,14,Sell,0,1
69,2023-01-12 18:40:26.004067723,0.1,1,0.09,10,0.1,5,Buy,1,0
70,2023-01-12 18:48:18.147283023,0.11,1,0.1,1,0.11,5,Buy,1,0
71,2023-01-12 18:48:23.220010089,0.11,1,0.1,2,0.11,4,Buy,1,0
72,2023-01-12 18:48:23.220010089,0.11,3,0.09,11,0.11,3,Buy,3,0
73,2023-01-12 18:50:28.871340381,0.12,1,0.11,1,0.12,7,Buy,1,0
74,2023-01-12 18:58:21.351874407,0.12,1,0.1,1,0.12,6,Buy,1,0
75,2023-01-12 19:03:11.763352554,0.12,1,0.1,2,0.12,5,Buy,1,0
76,2023-01-12 19:03:11.763352554,0.12,1,0.1,2,0.12,4,Buy,1,0
77,2023-01-12 19:03:11.767321131,0.12,1,0.1,2,0.12,3,Buy,1,0
78,2023-01-12 19:03:11.767321131,0.12,1,0.1,2,0.12,2,Buy,1,0
79,2023-01-12 19:03:11.771297312,0.12,1,0.1,3,0.12,1,Buy,1,0
80,2023-01-12 19:03:13.671939171,0.13,5,0.11,5,0.13,5,Buy,5,0
81,2023-01-12 19:03:21.655877671,0.14,1,0.13,2,0.14,5,Buy,1,0
82,2023-01-12 19:03:24.580028750,0.14,4,0.13,3,0.14,4,Buy,4,0
83,2023-01-12 19:03:26.003806796,0.14,1,0.14,2,0.15,6,Sell,0,1
84,2023-01-17 16:53:41.931997888,0.12,1,0.09,17,0.12,5,Buy,1,0
85,2023-01-17 16:53:41.931997888,0.12,1,0.09,16,0.12,4,Buy,1,0
86,2023-01-17 16:53:41.939955959,0.12,1,0.09,16,0.12,3,Buy,1,0
87,2023-01-17 16:53:41.939955959,0.12,1,0.09,16,0.12,2,Buy,1,0
88,2023-01-17 16:53:41.939955959,0.12,1,0.09,16,0.12,1,Buy,1,0
89,2023-01-17 16:56:18.887602462,0.13,2,0.12,1,0.13,2,Buy,2,0
90,2023-01-17 16:56:54.395625470,0.14,9,0.12,3,0.14,10,Buy,9,0
91,2023-01-17 16:56:57.611258007,0.14,1,0.12,2,0.14,1,Buy,1,0
92,2023-01-17 17:16:49.383963170,0.14,1,0.12,5,0.14,1,Buy,1,0
93,2023-01-17 17:16:55.447299395,0.15,4,0.12,6,0.15,5,Buy,4,0
94,2023-01-17 17:17:02.096129544,0.15,2,0.12,5,0.15,2,Buy,2,0
95,2023-01-17 17:17:02.096129544,0.15,1,0.12,5,0.15,1,Buy,1,0
96,2023-01-17 17:17:26.551190904,0.14,1,0.14,1,0.15,6,Sell,0,1
97,2023-01-17 17:27:51.999244138,0.1,1,0.1,1,0.11,1,Sell,0,1
98,2023-01-17 17:36:42.931602586,0.13,1,0.11,1,0.13,1,Buy,1,0
99,2023-01-17 19:11:00.635563887,0.14,3,0.12,1,0.14,3,Buy,3,0
100,2023-01-18 14:30:11.695176124,0.15,1,0.12,2,0.15,2,Buy,1,0
101,2023-01-18 14:44:45.623920862,0.15,1,0.13,2,0.15,2,Buy,1,0
102,2023-01-18 14:44:45.635890554,0.15,1,0.12,2,0.15,1,Buy,1,0
103,2023-01-18 14:44:46.491326647,0.15,1,0.13,2,0.15,1,Buy,1,0
104,2023-01-18 14:44:46.495679640,0.15,1,0.13,2,0.15,1,Buy,1,0
105,2023-01-18 14:44:46.495679640,0.15,1,0.14,1,0.15,1,Buy,1,0
106,2023-01-18 14:44:46.495679640,0.15,1,0.14,1,0.15,1,Buy,1,0
107,2023-01-18 14:44:46.495679640,0.15,1,0.14,1,0.15,1,Buy,1,0
108,2023-01-18 14:44:46.495679640,0.15,1,0.14,1,0.15,1,Buy,1,0
109,2023-01-18 14:44:46.504085461,0.15,1,0.14,1,0.15,1,Buy,1,0
110,2023-01-18 14:47:31.423669523,0.15,1,0.11,3,0.15,1,Buy,1,0
111,2023-01-18 14:47:31.451541851,0.15,1,0.11,3,0.15,1,Buy,1,0
112,2023-01-18 14:47:31.479195898,0.15,1,0.11,4,0.15,1,Buy,1,0
113,2023-01-18 14:47:47.387660357,0.16,2,0.14,1,0.16,6,Buy,2,0
