Date,Open,High,Low,Close
2024-09-17 18:00:00,181.0,181.05,180.925,181.0
2024-09-17 17:55:00,180.875,181.075,180.875,181.05
2024-09-17 17:50:00,180.875,180.925,180.85,180.875
2024-09-17 17:45:00,180.9,180.975,180.8,180.85
2024-09-17 17:40:00,180.925,180.925,180.875,180.9
2024-09-17 17:35:00,180.95,181.0,180.925,180.925
2024-09-17 17:30:00,180.85,180.95,180.85,180.95
2024-09-17 17:25:00,181.0,181.025,180.825,180.825
2024-09-17 17:20:00,180.9,181.025,180.875,181.0
2024-09-17 17:15:00,180.925,180.975,180.925,180.925
2024-09-17 17:10:00,180.975,180.975,180.875,180.925
2024-09-17 17:05:00,181.05,181.05,180.95,181.0
2024-09-17 17:00:00,180.85,181.075,180.85,181.05
2024-09-17 16:55:00,180.95,181.025,180.925,180.95
2024-09-17 16:50:00,180.85,180.95,180.775,180.925
2024-09-17 16:45:00,180.95,180.975,180.8,180.9
2024-09-17 16:40:00,180.95,180.975,180.875,180.925
2024-09-17 16:35:00,180.725,180.9,180.675,180.9
2024-09-17 16:30:00,180.55,180.75,180.55,180.675
2024-09-17 16:25:00,180.65,180.675,180.575,180.575
2024-09-17 16:20:00,180.65,180.675,180.575,180.625
2024-09-17 16:15:00,180.525,180.725,180.525,180.65
2024-09-17 16:10:00,180.525,180.55,180.45,180.525
2024-09-17 16:05:00,180.65,180.65,180.625,180.625
2024-09-17 16:00:00,180.6,180.625,180.5,180.625
2024-09-17 15:55:00,180.55,180.625,180.525,180.625
2024-09-17 15:50:00,180.575,180.575,180.45,180.475
2024-09-17 15:45:00,180.675,180.7,180.5,180.525
2024-09-17 15:40:00,180.775,180.85,180.625,180.625
2024-09-17 15:35:00,180.775,180.925,180.675,180.725
2024-09-17 15:30:00,180.95,181.0,180.775,180.8
2024-09-17 15:25:00,181.0,181.025,180.825,180.95
2024-09-17 15:20:00,180.975,181.05,180.95,181.0
2024-09-17 15:15:00,180.775,181.25,180.75,180.975
2024-09-17 15:10:00,180.75,180.825,180.75,180.775
2024-09-17 15:05:00,180.75,180.825,180.75,180.8
2024-09-17 15:00:00,180.85,180.975,180.775,180.775
2024-09-17 14:55:00,180.7,180.825,180.675,180.825
2024-09-17 14:50:00,180.7,180.75,180.625,180.725
2024-09-17 14:45:00,180.875,180.875,180.725,180.725
2024-09-17 14:40:00,180.775,180.85,180.725,180.75
2024-09-17 14:35:00,180.7,180.8,180.675,180.75
2024-09-17 14:30:00,180.8,180.8,180.65,180.675
2024-09-17 14:25:00,180.65,180.75,180.45,180.75
2024-09-17 14:20:00,180.6,180.75,180.6,180.7
2024-09-17 14:15:00,180.325,180.7,180.275,180.6
2024-09-17 14:10:00,180.275,180.375,180.2,180.3
2024-09-17 14:05:00,179.9,180.3,179.875,180.3
2024-09-17 14:00:00,180.2,180.2,179.825,179.925
2024-09-17 13:55:00,180.325,180.325,180.15,180.2
2024-09-17 13:50:00,180.15,180.3,180.0,180.3
2024-09-17 13:45:00,180.175,180.3,180.025,180.2
2024-09-17 13:40:00,179.7,180.125,179.7,180.1
2024-09-17 13:35:00,179.675,179.7,179.475,179.675
2024-09-17 13:30:00,179.775,179.85,179.45,179.725
2024-09-16 18:00:00,179.5,179.6,179.45,179.575
2024-09-16 17:55:00,179.575,179.6,179.425,179.475
2024-09-16 17:50:00,179.475,179.675,179.475,179.575
2024-09-16 17:45:00,179.45,179.525,179.4,179.5
2024-09-16 17:40:00,179.55,179.6,179.475,179.475
2024-09-16 17:35:00,179.55,179.575,179.475,179.55
2024-09-16 17:30:00,179.525,179.55,179.425,179.525
2024-09-16 17:25:00,179.6,179.625,179.475,179.475
2024-09-16 17:20:00,179.525,179.625,179.5,179.625
2024-09-16 17:15:00,179.475,179.5,179.425,179.5
2024-09-16 17:10:00,179.375,179.45,179.375,179.425
2024-09-16 17:05:00,179.375,179.45,179.325,179.4
2024-09-16 17:00:00,179.375,179.4,179.325,179.375
2024-09-16 16:55:00,179.45,179.475,179.35,179.4
2024-09-16 16:50:00,179.3,179.45,179.3,179.425
2024-09-16 16:45:00,179.325,179.375,179.225,179.3
2024-09-16 16:40:00,179.375,179.425,179.325,179.375
2024-09-16 16:35:00,179.475,179.5,179.4,179.425
2024-09-16 16:30:00,179.45,179.525,179.35,179.475
2024-09-16 16:25:00,179.35,179.475,179.3,179.425
2024-09-16 16:20:00,179.35,179.375,179.3,179.325
2024-09-16 16:15:00,179.475,179.475,179.275,179.35
2024-09-16 16:10:00,179.475,179.525,179.425,179.5
2024-09-16 16:05:00,179.425,179.525,179.375,179.5
2024-09-16 16:00:00,179.425,179.55,179.4,179.475
2024-09-16 15:55:00,179.35,179.45,179.325,179.425
2024-09-16 15:50:00,179.375,179.375,179.3,179.35
2024-09-16 15:45:00,179.4,179.425,179.25,179.375
2024-09-16 15:40:00,179.4,179.425,179.225,179.4
2024-09-16 15:35:00,179.425,179.45,179.3,179.4
2024-09-16 15:30:00,179.375,179.6,179.375,179.4
2024-09-16 15:25:00,179.525,179.525,179.35,179.4
2024-09-16 15:20:00,179.525,179.65,179.45,179.475
2024-09-16 15:15:00,179.575,179.625,179.45,179.575
2024-09-16 15:10:00,179.675,179.7,179.5,179.625
2024-09-16 15:05:00,179.775,179.775,179.525,179.7
2024-09-16 15:00:00,179.65,179.775,179.6,179.775
2024-09-16 14:55:00,179.45,179.65,179.45,179.625
2024-09-16 14:50:00,179.275,179.575,179.225,179.475
2024-09-16 14:45:00,179.225,179.325,179.0,179.3
2024-09-16 14:40:00,179.25,179.35,179.225,179.225
2024-09-16 14:35:00,179.175,179.25,179.1,179.25
2024-09-16 14:30:00,179.025,179.175,178.95,179.125
2024-09-16 14:25:00,178.975,179.1,178.825,179.025
2024-09-16 14:20:00,179.375,179.45,178.975,179.0
2024-09-16 14:15:00,179.625,179.625,179.375,179.4
2024-09-16 14:10:00,179.55,179.625,179.425,179.625
2024-09-16 14:05:00,179.625,179.85,179.575,179.575
2024-09-16 14:00:00,180.325,180.35,179.625,179.65
2024-09-16 13:55:00,180.075,180.375,180.05,180.275
2024-09-16 13:50:00,180.05,180.15,179.9,180.1
2024-09-16 13:45:00,180.25,180.325,180.075,180.075
