Date,Open,High,Low,Close
2024-09-17 18:04:00,182.325,182.325,182.275,182.325
2024-09-17 18:03:00,182.3,182.325,182.3,182.325
2024-09-17 18:02:00,182.3,182.3,182.3,182.3
2024-09-17 18:01:00,182.375,182.375,182.325,182.325
2024-09-17 18:00:00,182.375,182.375,182.35,182.35
2024-09-17 17:59:00,182.325,182.45,182.3,182.425
2024-09-17 17:58:00,182.35,182.375,182.275,182.375
2024-09-17 17:57:00,182.325,182.325,182.3,182.325
2024-09-17 17:56:00,182.3,182.325,182.275,182.325
2024-09-17 17:55:00,182.325,182.325,182.3,182.325
2024-09-17 17:54:00,182.325,182.325,182.3,182.3
2024-09-17 17:53:00,182.325,182.35,182.325,182.35
2024-09-17 17:52:00,182.325,182.35,182.3,182.325
2024-09-17 17:51:00,182.3,182.325,182.3,182.325
2024-09-17 17:50:00,182.275,182.325,182.275,182.275
2024-09-17 17:49:00,182.25,182.25,182.25,182.25
2024-09-17 17:48:00,182.3,182.325,182.225,182.275
2024-09-17 17:47:00,182.325,182.325,182.3,182.3
2024-09-17 17:46:00,182.35,182.375,182.35,182.35
2024-09-17 17:45:00,182.325,182.35,182.325,182.35
2024-09-17 17:44:00,182.325,182.325,182.325,182.325
2024-09-17 17:43:00,182.325,182.325,182.3,182.3
2024-09-17 17:42:00,182.325,182.325,182.3,182.325
2024-09-17 17:41:00,182.325,182.35,182.275,182.35
2024-09-17 17:40:00,182.325,182.325,182.325,182.325
2024-09-17 17:39:00,182.4,182.4,182.35,182.35
2024-09-17 17:38:00,182.4,182.4,182.375,182.375
2024-09-17 17:37:00,182.4,182.4,182.4,182.4
2024-09-17 17:36:00,182.4,182.4,182.375,182.375
2024-09-17 17:35:00,182.35,182.4,182.35,182.375
2024-09-17 17:34:00,182.35,182.35,182.35,182.35
2024-09-17 17:33:00,182.325,182.325,182.325,182.325
2024-09-17 17:30:00,182.325,182.325,182.325,182.325
2024-09-17 17:29:00,182.275,182.3,182.275,182.3
2024-09-17 17:28:00,182.35,182.35,182.325,182.325
2024-09-17 17:27:00,182.35,182.35,182.35,182.35
2024-09-17 17:25:00,182.4,182.4,182.375,182.375
2024-09-17 17:24:00,182.4,182.4,182.4,182.4
2024-09-17 17:23:00,182.375,182.375,182.375,182.375
2024-09-17 17:22:00,182.375,182.375,182.375,182.375
2024-09-17 17:21:00,182.35,182.35,182.35,182.35
2024-09-17 17:20:00,182.325,182.325,182.3,182.325
2024-09-17 17:18:00,182.3,182.3,182.3,182.3
2024-09-17 17:17:00,182.35,182.35,182.35,182.35
2024-09-17 17:16:00,182.375,182.375,182.35,182.35
2024-09-17 17:14:00,182.325,182.325,182.325,182.325
2024-09-17 17:13:00,182.35,182.35,182.3,182.3
2024-09-17 17:12:00,182.3,182.325,182.275,182.325
2024-09-17 17:11:00,182.325,182.325,182.325,182.325
2024-09-17 17:10:00,182.375,182.375,182.375,182.375
2024-09-17 17:08:00,182.4,182.4,182.4,182.4
2024-09-17 17:07:00,182.375,182.4,182.35,182.35
2024-09-17 17:06:00,182.4,182.4,182.375,182.375
2024-09-17 17:05:00,182.425,182.425,182.4,182.4
2024-09-17 17:04:00,182.425,182.425,182.4,182.4
2024-09-17 17:02:00,182.425,182.425,182.375,182.375
2024-09-17 17:01:00,182.275,182.325,182.275,182.325
2024-09-17 17:00:00,182.275,182.3,182.225,182.3
2024-09-17 16:59:00,182.325,182.325,182.3,182.3
2024-09-17 16:58:00,182.4,182.4,182.35,182.35
2024-09-17 16:57:00,182.425,182.425,182.425,182.425
2024-09-17 16:56:00,182.375,182.4,182.375,182.4
2024-09-17 16:55:00,182.35,182.375,182.35,182.35
2024-09-17 16:54:00,182.375,182.375,182.35,182.35
2024-09-17 16:53:00,182.325,182.325,182.325,182.325
2024-09-17 16:52:00,182.25,182.25,182.225,182.225
2024-09-17 16:50:00,182.25,182.25,182.25,182.25
2024-09-17 16:49:00,182.325,182.325,182.325,182.325
2024-09-17 16:48:00,182.35,182.375,182.325,182.375
2024-09-17 16:47:00,182.325,182.35,182.325,182.325
2024-09-17 16:46:00,182.325,182.325,182.3,182.3
