Date,Open,High,Low,Close
2024-09-17 18:00:00,181.0,181.05,180.925,181.0
2024-09-17 17:00:00,180.85,181.075,180.8,181.05
2024-09-17 16:00:00,180.6,181.025,180.45,180.95
2024-09-17 15:00:00,180.85,181.25,180.45,180.625
2024-09-17 14:00:00,180.2,180.875,179.825,180.825
2024-09-17 13:00:00,179.775,180.325,179.45,180.2
2024-09-16 18:00:00,179.5,179.6,179.45,179.575
2024-09-16 17:00:00,179.375,179.675,179.325,179.475
2024-09-16 16:00:00,179.425,179.55,179.225,179.4
2024-09-16 15:00:00,179.65,179.775,179.225,179.425
2024-09-16 14:00:00,180.325,180.35,178.825,179.625
2024-09-16 13:00:00,180.05,180.375,179.8,180.275
2024-09-13 18:00:00,179.475,179.625,179.4,179.525
2024-09-13 17:00:00,179.8,180.05,179.475,179.475
2024-09-13 16:00:00,179.725,179.825,178.85,179.725
2024-09-13 15:00:00,180.175,180.175,179.6,179.725
2024-09-13 14:00:00,179.975,180.25,179.35,180.175
2024-09-13 13:00:00,180.1,180.525,179.725,180.0
2024-09-12 18:00:00,179.625,179.75,179.55,179.65
2024-09-12 17:00:00,179.55,180.075,179.45,179.6
2024-09-12 16:00:00,179.25,179.55,179.125,179.55
2024-09-12 15:00:00,179.7,179.925,179.0,179.225
2024-09-12 14:00:00,179.025,179.9,179.025,179.7
2024-09-12 13:00:00,178.4,179.25,178.375,179.0
2024-09-11 18:00:00,178.25,178.35,178.225,178.225
2024-09-11 17:00:00,177.525,178.7,177.525,178.25
2024-09-11 16:00:00,177.225,177.7,176.825,177.55
2024-09-11 15:00:00,177.1,177.7,176.95,177.275
2024-09-11 14:00:00,177.525,177.775,176.7,177.125
2024-09-11 13:00:00,177.5,177.95,177.225,177.55
2024-09-10 18:00:00,177.425,177.55,177.325,177.525
2024-09-10 17:00:00,177.625,177.975,177.35,177.4
2024-09-10 16:00:00,177.4,178.0,177.125,177.625
2024-09-10 15:00:00,177.85,178.45,177.05,177.4
2024-09-10 14:00:00,177.725,177.925,177.15,177.8
2024-09-10 13:00:00,177.75,178.55,177.575,177.75
2024-09-09 18:00:00,177.725,177.85,177.7,177.85
2024-09-09 17:00:00,177.55,178.3,177.5,177.75
2024-09-09 16:00:00,176.975,177.7,176.775,177.55
2024-09-09 15:00:00,174.975,177.375,174.3,176.975
2024-09-09 14:00:00,175.35,176.2,174.725,175.025
2024-09-09 13:00:00,175.725,176.225,175.0,175.425
2024-09-06 18:00:00,175.4,175.625,175.4,175.575
2024-09-06 17:00:00,175.55,176.35,175.225,175.425
2024-09-06 16:00:00,175.8,176.525,175.45,175.5
2024-09-06 15:00:00,176.85,177.15,175.625,175.95
2024-09-06 14:00:00,178.025,178.35,176.5,176.85
2024-09-06 13:00:00,177.325,178.025,177.225,177.975
2024-09-05 15:00:00,178.475,178.5,177.225,177.625
2024-09-05 14:00:00,178.5,178.875,178.35,178.5
2024-09-05 13:00:00,179.0,179.25,178.375,178.5
2024-09-04 18:00:00,179.55,179.575,179.425,179.55
2024-09-04 17:00:00,179.6,179.7,179.35,179.55
2024-09-04 16:00:00,179.775,179.875,179.375,179.575
2024-09-04 15:00:00,179.475,179.95,179.475,179.75
2024-09-04 14:00:00,179.475,179.75,179.3,179.475
2024-09-04 13:00:00,179.575,180.125,179.025,179.525
2024-09-03 18:00:00,179.675,179.775,179.6,179.75
2024-09-03 17:00:00,179.525,179.7,179.25,179.675
2024-09-03 16:00:00,179.65,179.9,179.375,179.475
2024-09-03 15:00:00,178.875,179.65,178.625,179.65
2024-09-03 14:00:00,179.375,179.65,178.65,178.85
2024-09-03 13:00:00,178.45,179.5,178.3,179.425
2024-08-30 18:00:00,178.425,178.55,178.4,178.425
2024-08-30 17:00:00,178.725,178.775,178.25,178.45
2024-08-30 16:00:00,178.275,179.1,178.275,178.75
2024-08-30 15:00:00,178.1,178.65,178.075,178.275
2024-08-30 14:00:00,178.3,178.4,177.65,178.125
2024-08-30 13:00:00,177.375,178.8,177.375,178.225
2024-08-29 18:00:00,177.35,177.375,177.225,177.3
2024-08-29 17:00:00,177.35,177.575,177.225,177.375
2024-08-29 16:00:00,177.5,177.55,177.2,177.35
2024-08-29 15:00:00,177.85,178.075,177.15,177.55
2024-08-29 14:00:00,177.85,178.05,177.425,177.825
2024-08-29 13:00:00,178.575,178.575,177.725,177.775
2024-08-28 18:00:00,178.925,179.0,178.9,178.925
2024-08-28 17:00:00,178.975,179.2,178.775,178.95
2024-08-28 16:00:00,178.975,179.225,178.725,179.0
2024-08-28 15:00:00,179.35,179.6,178.775,179.05
2024-08-28 14:00:00,178.65,179.575,178.525,179.325
2024-08-28 13:00:00,178.85,179.15,178.075,178.625
2024-08-27 18:00:00,179.325,179.325,178.95,179.025
2024-08-27 17:00:00,179.4,179.575,178.9,179.375
2024-08-27 16:00:00,179.175,179.725,179.025,179.4
2024-08-27 15:00:00,178.975,179.3,178.8,179.2
2024-08-27 14:00:00,178.425,179.125,178.15,178.95
2024-08-27 13:00:00,177.275,178.45,177.2,178.425
2024-08-26 18:00:00,177.25,177.3,177.175,177.175
2024-08-26 17:00:00,177.65,177.7,177.25,177.275
2024-08-26 16:00:00,177.475,177.75,177.3,177.675
2024-08-26 15:00:00,177.525,178.4,177.5,177.525
