Date,Open,High,Low,Close
2023-09-21 15:30:00,196.05,196.225,195.575,195.7
2023-09-21 17:30:00,195.575,195.575,195.575,195.575
2023-09-22 13:30:00,195.775,196.05,195.55,196.05
2023-09-22 15:30:00,196.25,196.725,196.1,196.725
2023-09-22 17:30:00,196.775,196.975,196.75,196.825
2023-09-25 13:30:00,196.6,197.0,196.175,196.325
2023-09-25 15:30:00,196.5,196.75,196.225,196.75
2023-09-25 17:30:00,196.55,197.1,196.375,197.1
2023-09-26 13:30:00,196.125,196.225,195.7,195.725
2023-09-26 15:30:00,195.7,195.7,194.8,195.375
2023-09-26 17:30:00,195.375,195.375,195.3,195.3
2023-09-27 13:30:00,195.05,195.5,194.2,194.2
2023-09-27 15:30:00,194.225,194.45,194.2,194.325
2023-09-27 17:30:00,194.25,194.325,194.25,194.3
2023-09-28 13:30:00,194.3,195.75,194.25,195.75
2023-09-28 15:30:00,195.8,196.8,195.675,195.675
2023-09-28 17:30:00,195.6,195.6,195.5,195.5
2023-09-29 13:30:00,195.0,195.025,194.25,194.25
2023-09-29 15:30:00,194.275,194.275,194.05,194.2
2023-09-29 17:30:00,193.85,194.15,193.725,194.15
2023-10-02 13:30:00,194.25,195.4,194.25,195.0
2023-10-02 15:30:00,195.05,195.05,194.675,194.675
2023-10-02 17:30:00,194.175,194.175,194.05,194.05
2023-10-03 13:30:00,193.3,193.45,192.25,192.25
2023-10-03 15:30:00,192.35,192.45,192.075,192.35
2023-10-03 17:30:00,192.325,192.45,192.25,192.25
2023-10-04 13:30:00,192.125,192.325,191.225,192.125
2023-10-04 15:30:00,192.15,192.725,192.15,192.425
2023-10-04 17:30:00,192.525,192.55,192.275,192.525
2023-10-05 13:30:00,192.225,192.875,191.7,192.625
2023-10-05 15:30:00,192.675,192.975,192.325,192.425
2023-10-05 17:30:00,192.45,192.925,192.425,192.575
2023-10-06 13:30:00,191.9,192.625,191.7,192.55
2023-10-06 15:30:00,193.2,193.5,193.2,193.5
2023-10-06 17:30:00,193.625,193.625,193.475,193.475
2023-10-09 13:30:00,192.75,193.05,192.55,192.55
2023-10-09 15:30:00,192.5,192.675,192.5,192.625
2023-10-10 13:30:00,192.4,192.725,192.275,192.5
2023-10-10 15:30:00,192.65,192.65,191.625,191.825
2023-10-10 17:30:00,191.875,191.95,191.85,191.925
2023-10-11 13:30:00,192.275,192.425,192.0,192.1
2023-10-11 15:30:00,191.825,192.825,191.45,192.825
2023-10-11 17:30:00,192.85,193.025,192.75,192.925
2023-10-12 13:30:00,193.025,193.9,193.0,193.775
2023-10-12 15:30:00,193.625,193.9,193.4,193.85
2023-10-12 17:30:00,193.875,194.0,193.825,193.85
2023-10-13 13:30:00,193.975,193.975,193.525,193.55
2023-10-13 15:30:00,193.625,193.65,193.05,193.05
2023-10-13 17:30:00,193.025,193.025,192.7,192.775
2023-10-16 13:30:00,192.725,193.475,192.725,192.975
2023-10-16 15:30:00,193.075,193.15,192.2,192.475
2023-10-16 17:30:00,192.325,192.325,192.025,192.05
2023-10-17 13:30:00,192.125,193.025,192.125,192.9
2023-10-17 15:30:00,192.875,193.275,192.875,193.0
2023-10-17 17:30:00,192.825,192.825,192.825,192.825
2023-10-18 13:30:00,192.6,193.025,192.525,192.675
2023-10-18 15:30:00,192.575,192.725,192.0,192.375
2023-10-18 17:30:00,192.475,192.475,192.375,192.45
2023-10-19 13:30:00,191.8,192.325,191.625,191.975
2023-10-19 15:30:00,191.65,191.975,190.85,191.225
2023-10-19 17:30:00,191.1,191.1,190.775,190.775
2023-10-20 13:30:00,190.775,191.025,190.175,190.6
2023-10-20 15:30:00,190.5,190.5,189.65,189.725
2023-10-20 17:30:00,189.7,189.7,189.4,189.4
2023-10-23 13:30:00,188.1,188.15,186.85,187.1
2023-10-23 15:30:00,187.15,187.15,185.05,185.6
2023-10-23 17:30:00,185.525,185.875,185.25,185.875
2023-10-24 13:30:00,185.525,187.5,184.9,187.075
2023-10-24 15:30:00,187.025,187.025,184.75,185.7
2023-10-24 17:30:00,185.45,185.45,185.4,185.4
2023-10-25 13:30:00,186.475,186.725,185.275,185.8
2023-10-25 15:30:00,186.05,186.15,185.975,186.0
2023-10-25 17:30:00,185.875,186.075,185.875,186.075
2023-10-26 13:30:00,186.25,186.375,185.775,185.8
2023-10-26 15:30:00,185.75,186.275,185.2,185.325
2023-10-26 17:30:00,185.35,185.35,185.15,185.15
2023-10-27 13:30:00,185.425,185.925,185.025,185.8
2023-10-27 15:30:00,185.85,186.725,185.85,186.175
2023-10-27 17:30:00,186.15,186.275,185.975,186.2
2023-10-30 13:30:00,186.475,188.0,186.45,187.8
2023-10-30 15:30:00,187.65,187.7,186.9,186.975
2023-10-30 17:30:00,187.0,187.175,186.925,186.975
2023-10-31 13:30:00,187.025,187.7,187.025,187.1
2023-10-31 15:30:00,187.1,187.85,187.075,187.85
2023-10-31 17:30:00,187.75,187.95,187.75,187.95
2023-11-01 13:30:00,187.975,188.5,187.95,188.2
2023-11-01 15:30:00,188.25,188.575,188.2,188.475
2023-11-01 17:30:00,188.3,188.55,188.3,188.475
2023-11-02 13:30:00,188.725,189.8,188.525,189.725
2023-11-02 15:30:00,189.975,190.175,189.75,189.875
2023-11-02 17:30:00,189.95,190.1,189.95,190.1
2023-11-03 13:30:00,190.0,190.45,189.9,190.45
2023-11-03 15:30:00,190.2,190.375,189.825,189.825
2023-11-03 17:30:00,189.925,189.95,189.7,189.725
2023-11-06 14:30:00,189.0,189.4,187.525,187.875
2023-11-06 16:30:00,187.9,188.1,187.475,187.55
2023-11-06 18:30:00,187.55,187.625,187.375,187.5
2023-11-07 14:30:00,187.0,187.5,186.025,186.425
2023-11-07 16:30:00,186.425,186.75,184.125,184.45
2023-11-07 18:30:00,184.65,184.65,183.475,183.925
2023-11-08 14:30:00,183.125,184.825,182.1,184.375
2023-11-08 16:30:00,184.5,185.1,184.275,184.35
2023-11-08 18:30:00,184.55,184.825,184.55,184.8
2023-11-09 14:30:00,184.45,184.45,182.3,182.8
2023-11-09 16:30:00,182.8,182.8,180.8,181.875
2023-11-09 18:30:00,181.975,181.975,181.25,181.25
2023-11-10 14:30:00,181.25,182.075,180.775,181.525
2023-11-10 16:30:00,181.65,182.0,181.275,181.725
2023-11-10 18:30:00,181.675,181.725,181.375,181.375
2023-11-13 14:30:00,181.4,182.45,180.925,182.425
2023-11-13 16:30:00,182.6,182.9,182.225,182.375
2023-11-13 18:30:00,182.35,182.45,181.975,181.975
2023-11-14 14:30:00,182.575,184.925,182.425,184.85
2023-11-14 16:30:00,184.725,185.025,183.725,183.825
2023-11-14 18:30:00,183.825,183.825,183.2,183.225
2023-11-15 14:30:00,183.625,184.775,183.35,184.775
2023-11-15 16:30:00,184.425,184.75,184.325,184.675
2023-11-15 18:30:00,184.7,184.825,184.55,184.675
2023-11-16 14:30:00,184.3,184.3,182.85,182.85
2023-11-16 16:30:00,183.05,183.05,181.9,182.05
2023-11-16 18:30:00,182.125,182.2,181.875,182.0
2023-11-17 14:30:00,181.95,183.775,181.45,183.625
2023-11-17 16:30:00,183.625,183.625,183.0,183.225
2023-11-17 18:30:00,183.05,183.175,182.7,182.7
2023-11-20 14:30:00,183.5,184.425,182.75,182.85
2023-11-20 16:30:00,182.775,183.625,182.675,183.55
2023-11-20 18:30:00,183.6,183.8,183.375,183.375
2023-11-21 14:30:00,183.7,184.25,183.425,183.825
2023-11-21 16:30:00,183.55,183.775,182.9,183.475
2023-11-21 18:30:00,183.575,183.625,183.35,183.55
2023-11-22 14:30:00,183.125,183.85,182.9,183.425
2023-11-22 16:30:00,183.65,183.65,183.075,183.35
2023-11-22 18:30:00,183.125,183.125,182.925,183.075
2023-11-24 14:30:00,182.35,182.55,180.475,180.475
2023-11-24 16:30:00,180.475,180.575,179.725,179.8
2023-11-27 14:30:00,180.625,180.85,178.325,178.4
2023-11-27 16:30:00,178.45,179.825,177.225,177.55
2023-11-27 18:30:00,177.55,177.65,177.025,177.15
2023-11-28 14:30:00,178.125,180.05,177.125,179.975
2023-11-28 16:30:00,179.95,180.9,179.4,180.9
2023-11-28 18:30:00,180.675,180.75,180.125,180.175
2023-11-29 14:30:00,180.25,181.15,179.975,181.0
2023-11-29 16:30:00,180.925,181.225,180.425,180.425
2023-11-29 18:30:00,180.6,180.625,180.425,180.6
2023-11-30 14:30:00,180.3,180.3,177.675,178.975
2023-11-30 16:30:00,178.65,179.6,178.65,178.85
2023-11-30 18:30:00,178.825,179.625,178.425,179.25
2023-12-01 14:30:00,179.5,179.625,178.575,178.8
2023-12-01 16:30:00,178.625,179.175,177.675,177.675
2023-12-01 18:30:00,177.675,177.9,177.475,177.5
2023-12-04 14:30:00,177.25,178.2,175.625,177.875
2023-12-04 16:30:00,177.775,177.775,175.8,176.1
2023-12-04 18:30:00,176.1,176.625,175.825,175.825
2023-12-05 14:30:00,176.15,177.35,176.0,176.3
2023-12-05 16:30:00,176.225,177.9,176.225,177.35
2023-12-05 18:30:00,177.225,177.425,177.0,177.025
2023-12-06 14:30:00,176.8,178.025,176.075,176.3
2023-12-06 16:30:00,176.475,176.6,173.85,173.85
2023-12-06 18:30:00,173.975,174.55,173.5,173.925
2023-12-07 14:30:00,174.1,175.425,173.7,174.725
