Timestamp (UTC),Open,High,Low,Close
2023-07-05 13:30:00,185.100,185.100,185.100,185.100
2023-07-05 16:30:00,185.200,185.200,185.200,185.200
2023-07-05 17:30:00,184.850,184.850,184.100,184.100
2023-07-06 15:00:00,183.100,183.100,183.100,183.100
2023-07-06 16:00:00,183.000,183.000,183.000,183.000
2023-07-07 14:00:00,183.525,184.000,183.500,184.000
2023-07-07 14:30:00,183.900,183.900,183.800,183.800
2023-07-07 16:00:00,184.325,184.600,184.150,184.600
2023-07-07 17:30:00,184.100,184.100,184.100,184.100
2023-07-10 15:00:00,184.250,184.250,184.250,184.250
2023-07-10 17:00:00,184.000,184.000,184.000,184.000
2023-07-10 17:30:00,184.250,184.250,184.250,184.250
2023-07-11 14:30:00,184.600,184.950,184.600,184.950
2023-07-12 13:30:00,184.950,184.950,184.950,184.950
2023-07-12 14:00:00,184.000,184.000,184.000,184.000
2023-07-12 15:30:00,184.950,184.950,184.950,184.950
2023-07-12 16:00:00,184.950,184.950,184.900,184.950
2023-07-12 16:30:00,184.375,184.950,184.000,184.000
2023-07-12 17:30:00,183.475,183.600,183.425,183.425
2023-07-12 18:00:00,183.450,183.450,183.450,183.450
2023-07-13 14:00:00,183.000,183.000,183.000,183.000
2023-07-13 14:30:00,183.125,183.150,182.950,182.950
2023-07-13 15:00:00,183.025,183.025,182.950,182.950
2023-07-13 15:30:00,182.900,183.050,182.900,183.050
2023-07-13 16:30:00,182.950,182.950,182.950,182.950
2023-07-13 17:30:00,183.200,183.200,182.975,183.050
2023-07-13 18:00:00,183.050,183.050,182.950,182.950
2023-07-14 13:30:00,183.150,183.400,183.100,183.250
2023-07-14 14:00:00,183.350,183.425,183.000,183.100
2023-07-14 14:30:00,183.150,183.225,183.050,183.150
2023-07-14 15:00:00,183.000,183.125,183.000,183.100
2023-07-14 15:30:00,183.150,183.450,183.150,183.250
2023-07-14 16:00:00,183.300,183.700,183.300,183.650
2023-07-14 16:30:00,183.525,183.775,183.500,183.600
2023-07-14 17:00:00,183.600,183.600,183.600,183.600
2023-07-14 17:30:00,183.600,184.200,183.600,184.200
2023-07-17 14:30:00,184.550,184.550,184.550,184.550
2023-07-17 15:00:00,184.650,184.950,184.650,184.950
2023-07-17 15:30:00,184.775,184.775,184.775,184.775
2023-07-17 16:00:00,184.675,184.675,184.500,184.550
2023-07-17 17:00:00,184.950,184.950,184.925,184.950
2023-07-17 17:30:00,184.875,184.950,184.825,184.950
2023-07-17 18:00:00,184.825,184.925,184.825,184.925
2023-07-18 13:30:00,184.925,184.950,184.925,184.925
2023-07-18 15:00:00,184.925,184.950,184.925,184.950
2023-07-18 15:30:00,184.900,185.000,184.900,185.000
2023-07-18 17:30:00,185.350,185.350,185.350,185.350
2023-07-19 16:30:00,185.500,185.500,185.500,185.500
2023-07-19 17:30:00,185.875,186.000,185.875,186.000
2023-07-20 13:30:00,185.975,186.500,185.975,186.500
2023-07-20 14:00:00,186.500,187.000,186.500,187.000
2023-07-20 14:30:00,187.350,187.350,187.150,187.150
2023-07-20 15:30:00,186.775,186.975,186.775,186.975
2023-07-20 16:00:00,187.150,187.150,187.150,187.150
2023-07-20 16:30:00,186.875,186.875,185.250,185.250
2023-07-20 17:00:00,185.475,185.500,185.475,185.475
