Timestamp (UTC),Open,High,Low,Close
2023-07-05 13:30:00,185.100,185.100,185.100,185.100
2023-07-05 16:30:00,185.200,185.200,185.200,185.200
2023-07-05 17:30:00,184.850,184.850,184.100,184.100
2023-07-06 14:30:00,183.100,183.100,183.100,183.100
2023-07-06 15:30:00,183.000,183.000,183.000,183.000
2023-07-07 13:30:00,183.525,184.000,183.500,184.000
2023-07-07 14:30:00,183.900,183.900,183.800,183.800
2023-07-07 15:30:00,184.325,184.600,184.150,184.600
2023-07-07 17:30:00,184.100,184.100,184.100,184.100
2023-07-10 14:30:00,184.250,184.250,184.250,184.250
2023-07-10 16:30:00,184.000,184.000,184.000,184.000
2023-07-10 17:30:00,184.250,184.250,184.250,184.250
2023-07-11 14:30:00,184.600,184.950,184.600,184.950
2023-07-12 13:30:00,184.950,184.950,184.000,184.000
2023-07-12 15:30:00,184.950,184.950,184.900,184.950
2023-07-12 16:30:00,184.375,184.950,184.000,184.000
2023-07-12 17:30:00,183.475,183.600,183.425,183.450
2023-07-13 13:30:00,183.000,183.000,183.000,183.000
2023-07-13 14:30:00,183.125,183.150,182.950,182.950
2023-07-13 15:30:00,182.900,183.050,182.900,183.050
2023-07-13 16:30:00,182.950,182.950,182.950,182.950
2023-07-13 17:30:00,183.200,183.200,182.950,182.950
2023-07-14 13:30:00,183.150,183.425,183.000,183.100
2023-07-14 14:30:00,183.150,183.225,183.000,183.100
2023-07-14 15:30:00,183.150,183.700,183.150,183.650
2023-07-14 16:30:00,183.525,183.775,183.500,183.600
2023-07-14 17:30:00,183.600,184.200,183.600,184.200
2023-07-17 14:30:00,184.550,184.950,184.550,184.950
2023-07-17 15:30:00,184.775,184.775,184.500,184.550
2023-07-17 16:30:00,184.950,184.950,184.925,184.950
2023-07-17 17:30:00,184.875,184.950,184.825,184.925
2023-07-18 13:30:00,184.925,184.950,184.925,184.925
2023-07-18 14:30:00,184.925,184.950,184.925,184.950
2023-07-18 15:30:00,184.900,185.000,184.900,185.000
2023-07-18 17:30:00,185.350,185.350,185.350,185.350
2023-07-19 16:30:00,185.500,185.500,185.500,185.500
2023-07-19 17:30:00,185.875,186.000,185.875,186.000
2023-07-20 13:30:00,185.975,187.000,185.975,187.000
2023-07-20 14:30:00,187.350,187.350,187.150,187.150
2023-07-20 15:30:00,186.775,187.150,186.775,187.150
2023-07-20 16:30:00,186.875,186.875,185.250,185.475
2023-07-20 17:30:00,185.475,185.650,185.450,185.650
2023-07-21 13:30:00,186.150,186.925,186.125,186.925
2023-07-21 14:30:00,186.825,186.825,186.825,186.825
2023-07-21 15:30:00,186.950,186.950,186.375,186.375
2023-07-21 16:30:00,186.350,186.350,186.350,186.350
2023-07-21 17:30:00,185.675,185.675,185.650,185.650
2023-07-24 13:30:00,186.700,187.175,186.700,187.100
2023-07-24 14:30:00,187.500,188.250,187.500,188.250
2023-07-24 15:30:00,188.000,188.000,187.500,187.500
2023-07-24 16:30:00,187.200,187.200,186.700,186.700
2023-07-24 17:30:00,186.500,186.925,186.400,186.925
2023-07-25 13:30:00,187.000,187.000,187.000,187.000
2023-07-25 14:30:00,186.550,186.550,186.475,186.475
2023-07-25 15:30:00,187.100,187.100,187.100,187.100
2023-07-25 16:30:00,187.000,187.000,187.000,187.000
