Date,Open,High,Low,Close
9/17/2024 18:04,179.825,179.875,179.8,179.875
9/17/2024 18:03,179.775,179.85,179.775,179.825
9/17/2024 18:02,179.8,179.85,179.775,179.775
9/17/2024 18:01,179.9,179.925,179.8,179.8
9/17/2024 18:00,179.825,179.9,179.8,179.9
9/17/2024 17:59,179.85,179.9,179.8,179.85
9/17/2024 17:58,179.85,179.9,179.8,179.875
9/17/2024 17:57,179.85,179.875,179.825,179.85
9/17/2024 17:56,179.85,179.85,179.775,179.825
9/17/2024 17:55,179.8,179.85,179.8,179.85
9/17/2024 17:54,179.825,179.825,179.775,179.8
9/17/2024 17:53,179.85,179.875,179.85,179.85
9/17/2024 17:52,179.825,179.85,179.825,179.85
9/17/2024 17:51,179.825,179.825,179.825,179.825
9/17/2024 17:50,179.8,179.875,179.8,179.85
9/17/2024 17:49,179.8,179.8,179.775,179.775
9/17/2024 17:48,179.825,179.85,179.75,179.825
9/17/2024 17:47,179.875,179.875,179.85,179.85
9/17/2024 17:46,179.9,179.925,179.875,179.875
9/17/2024 17:45,179.875,179.9,179.85,179.875
9/17/2024 17:44,179.875,179.875,179.85,179.85
9/17/2024 17:43,179.875,179.875,179.825,179.85
9/17/2024 17:42,179.85,179.9,179.825,179.875
9/17/2024 17:41,179.825,179.9,179.825,179.85
9/17/2024 17:40,179.9,179.9,179.85,179.85
9/17/2024 17:39,179.95,179.95,179.875,179.9
9/17/2024 17:38,179.95,179.975,179.925,179.925
9/17/2024 17:37,179.95,179.975,179.95,179.95
9/17/2024 17:36,179.975,180,179.9,179.925
9/17/2024 17:35,179.925,179.975,179.925,179.975
9/17/2024 17:34,179.925,179.925,179.9,179.9
9/17/2024 17:33,179.9,179.9,179.875,179.9
9/17/2024 17:32,179.85,179.9,179.825,179.9
9/17/2024 17:31,179.9,179.925,179.85,179.875
9/17/2024 17:30,179.875,179.9,179.85,179.9
9/17/2024 17:29,179.875,179.9,179.8,179.85
9/17/2024 17:28,179.925,179.925,179.875,179.925
9/17/2024 17:27,180,180,179.95,179.95
9/17/2024 17:26,179.95,180,179.95,179.975
9/17/2024 17:25,180.025,180.025,179.95,179.975
9/17/2024 17:24,180.025,180.025,180,180
