Contract 1,Contract 2,Mean,Median
ZC Mar26-May26.csv,ZC Dec25-Mar26.csv,0.485,0.55
ZC Mar26-May26.csv,ZC Jul25-May26.csv,0.10500000000000001,0.1
ZC Mar26-May26.csv,ZC Mar25-Sep25.csv,0.034999999999999996,0.0
ZC Mar26-May26.csv,ZC May26-Jul26.csv,0.72,0.7000000000000001
ZC Mar26-May26.csv,ZC Sep25-Mar26.csv,0.165,0.2
ZC Mar26-May26.csv,ZC Sep25-May26.csv,0.18500000000000005,0.2
ZC Mar26-May26.csv,ZC May25-Sep25.csv,0.05500000000000001,0.0
ZC Mar26-May26.csv,ZC May25-Dec25.csv,0.025,0.0
ZC Jul25-Mar26.csv,ZC May25-Jul25.csv,4.015,3.75
ZC Jul25-Mar26.csv,ZC Jul25-Sep25.csv,0.8600000000000001,0.8500000000000001
ZC Jul25-Mar26.csv,ZC May25-Mar26.csv,0.89,0.9
ZC Jul25-Mar26.csv,ZC Sep25-Jul26.csv,1.0999999999999999,1.1
ZC Jul25-Mar26.csv,ZC Jul25-Dec25.csv,0.575,0.6500000000000001
ZC Jul25-Mar26.csv,ZC Mar25-Dec25.csv,0.4750000000000001,0.5
ZC Jul25-Mar26.csv,ZC Mar25-May25.csv,3.4850000000000003,2.8500000000000005
ZC Jul25-Mar26.csv,ZC Mar25-Jul25.csv,2.0450000000000004,1.75
ZC Jul25-Mar26.csv,ZC Dec25-Jul26.csv,2.05,2.3500000000000005
ZC Jul25-Mar26.csv,ZC Sep25-Dec25.csv,1.585,1.55
ZC Jul25-Mar26.csv,ZC Dec25-Mar26.csv,4.315,3.95
ZC Jul25-Mar26.csv,ZC Jul25-May26.csv,0.555,0.6000000000000001
ZC Jul25-Mar26.csv,ZC Mar25-Sep25.csv,0.655,0.7000000000000001
ZC Jul25-Mar26.csv,ZC May26-Jul26.csv,2.25,0.6000000000000001
ZC Jul25-Mar26.csv,ZC Sep25-Mar26.csv,1.4100000000000001,1.5
ZC Jul25-Mar26.csv,ZC Sep25-May26.csv,1.07,1.2000000000000002
ZC Jul25-Mar26.csv,ZC May25-Sep25.csv,0.74,0.8
ZC Jul25-Mar26.csv,ZC May25-Dec25.csv,0.5,0.55
ZC May25-Jul25.csv,ZC Jul25-Sep25.csv,0.165,0.15000000000000002
ZC May25-Jul25.csv,ZC May25-Mar26.csv,0.07500000000000002,0.1
ZC May25-Jul25.csv,ZC Sep25-Jul26.csv,0.195,0.1
ZC May25-Jul25.csv,ZC Jul25-Dec25.csv,0.11500000000000002,0.1
ZC May25-Jul25.csv,ZC Mar25-Dec25.csv,0.07000000000000002,0.1
ZC May25-Jul25.csv,ZC Mar25-May25.csv,0.905,0.9
ZC May25-Jul25.csv,ZC Mar25-Jul25.csv,0.53,0.5
ZC May25-Jul25.csv,ZC Dec25-Jul26.csv,0.34500000000000003,0.30000000000000004
ZC May25-Jul25.csv,ZC Sep25-Dec25.csv,0.255,0.15000000000000002
ZC May25-Jul25.csv,ZC Dec25-Mar26.csv,0.59,0.45
ZC May25-Jul25.csv,ZC Jul25-May26.csv,0.07500000000000001,0.1
ZC May25-Jul25.csv,ZC Mar25-Sep25.csv,0.11500000000000003,0.1
ZC May25-Jul25.csv,ZC May26-Jul26.csv,0.41500000000000004,0.25
ZC May25-Jul25.csv,ZC Sep25-Mar26.csv,0.16000000000000006,0.1
ZC May25-Jul25.csv,ZC Sep25-May26.csv,0.11499999999999999,0.1
ZC May25-Jul25.csv,ZC May25-Sep25.csv,0.17,0.2
ZC May25-Jul25.csv,ZC May25-Dec25.csv,0.11000000000000003,0.1
ZC Jul25-Sep25.csv,ZC May25-Mar26.csv,0.28,0.30000000000000004
ZC Jul25-Sep25.csv,ZC Sep25-Jul26.csv,0.5050000000000001,0.45
ZC Jul25-Sep25.csv,ZC Jul25-Dec25.csv,0.595,0.55
ZC Jul25-Sep25.csv,ZC Mar25-Dec25.csv,0.5700000000000001,0.6000000000000001
ZC Jul25-Sep25.csv,ZC Mar25-May25.csv,3.5550000000000006,3.3
ZC Jul25-Sep25.csv,ZC Mar25-Jul25.csv,2.05,2.05
ZC Jul25-Sep25.csv,ZC Dec25-Jul26.csv,0.645,0.45
ZC Jul25-Sep25.csv,ZC Sep25-Dec25.csv,0.9650000000000002,0.8500000000000001
ZC Jul25-Sep25.csv,ZC Dec25-Mar26.csv,1.6950000000000003,1.2000000000000002
ZC Jul25-Sep25.csv,ZC Jul25-May26.csv,0.195,0.15000000000000002
ZC Jul25-Sep25.csv,ZC Mar25-Sep25.csv,0.78,0.8
ZC Jul25-Sep25.csv,ZC May26-Jul26.csv,1.5800000000000003,0.75
ZC Jul25-Sep25.csv,ZC Sep25-Mar26.csv,0.615,0.6000000000000001
ZC Jul25-Sep25.csv,ZC Sep25-May26.csv,0.40499999999999997,0.4
ZC Jul25-Sep25.csv,ZC May25-Sep25.csv,0.8300000000000001,0.8
ZC Jul25-Sep25.csv,ZC May25-Dec25.csv,0.5850000000000001,0.6000000000000001
ZC May25-Mar26.csv,ZC Sep25-Jul26.csv,1.2199999999999998,1.25
ZC May25-Mar26.csv,ZC Jul25-Dec25.csv,0.615,0.7000000000000001
ZC May25-Mar26.csv,ZC Mar25-Dec25.csv,0.53,0.6000000000000001
ZC May25-Mar26.csv,ZC Mar25-May25.csv,4.450000000000001,4.0
ZC May25-Mar26.csv,ZC Mar25-Jul25.csv,2.5300000000000002,2.2
ZC May25-Mar26.csv,ZC Dec25-Jul26.csv,2.275,2.45
ZC May25-Mar26.csv,ZC Sep25-Dec25.csv,1.825,1.55
ZC May25-Mar26.csv,ZC Dec25-Mar26.csv,6.850000000000001,7.25
ZC May25-Mar26.csv,ZC Jul25-May26.csv,0.6500000000000001,0.8
ZC May25-Mar26.csv,ZC Mar25-Sep25.csv,0.745,0.75
ZC May25-Mar26.csv,ZC May26-Jul26.csv,2.3999999999999995,0.6000000000000001
ZC May25-Mar26.csv,ZC Sep25-Mar26.csv,1.675,1.85
ZC May25-Mar26.csv,ZC Sep25-May26.csv,1.3199999999999998,1.35
ZC May25-Mar26.csv,ZC May25-Sep25.csv,0.8099999999999999,0.75
ZC May25-Mar26.csv,ZC May25-Dec25.csv,0.5700000000000001,0.6000000000000001
ZC Sep25-Jul26.csv,ZC Jul25-Dec25.csv,0.6599999999999999,0.6000000000000001
ZC Sep25-Jul26.csv,ZC Mar25-Dec25.csv,0.37500000000000006,0.4
ZC Sep25-Jul26.csv,ZC Mar25-May25.csv,2.5949999999999998,2.4000000000000004
ZC Sep25-Jul26.csv,ZC Mar25-Jul25.csv,1.4900000000000002,1.3
ZC Sep25-Jul26.csv,ZC Dec25-Jul26.csv,1.4300000000000002,1.55
ZC Sep25-Jul26.csv,ZC Sep25-Dec25.csv,1.685,1.75
ZC Sep25-Jul26.csv,ZC Dec25-Mar26.csv,1.9400000000000002,1.8000000000000003
ZC Sep25-Jul26.csv,ZC Jul25-May26.csv,0.16499999999999998,0.2
ZC Sep25-Jul26.csv,ZC Mar25-Sep25.csv,0.5000000000000001,0.45
ZC Sep25-Jul26.csv,ZC May26-Jul26.csv,1.6,0.8
ZC Sep25-Jul26.csv,ZC Sep25-Mar26.csv,0.4750000000000001,0.4
ZC Sep25-Jul26.csv,ZC Sep25-May26.csv,0.36000000000000004,0.2
ZC Sep25-Jul26.csv,ZC May25-Sep25.csv,0.5650000000000001,0.5
ZC Sep25-Jul26.csv,ZC May25-Dec25.csv,0.41000000000000003,0.4
ZC Jul25-Dec25.csv,ZC Mar25-Dec25.csv,0.85,0.8
ZC Jul25-Dec25.csv,ZC Mar25-May25.csv,5.1,5.4
ZC Jul25-Dec25.csv,ZC Mar25-Jul25.csv,3.0300000000000002,3.1
ZC Jul25-Dec25.csv,ZC Dec25-Jul26.csv,1.26,0.95
ZC Jul25-Dec25.csv,ZC Sep25-Dec25.csv,1.9100000000000001,1.85
ZC Jul25-Dec25.csv,ZC Dec25-Mar26.csv,2.4549999999999996,2.2
ZC Jul25-Dec25.csv,ZC Jul25-May26.csv,0.29500000000000004,0.35000000000000003
ZC Jul25-Dec25.csv,ZC Mar25-Sep25.csv,1.14,1.1
ZC Jul25-Dec25.csv,ZC May26-Jul26.csv,2.44,1.25
ZC Jul25-Dec25.csv,ZC Sep25-Mar26.csv,0.8750000000000002,0.8500000000000001
ZC Jul25-Dec25.csv,ZC Sep25-May26.csv,0.61,0.6500000000000001
ZC Jul25-Dec25.csv,ZC May25-Sep25.csv,1.235,1.1500000000000001
ZC Jul25-Dec25.csv,ZC May25-Dec25.csv,0.89,0.9
ZC Mar25-Dec25.csv,ZC Mar25-May25.csv,6.69,7.0
ZC Mar25-Dec25.csv,ZC Mar25-Jul25.csv,4.015,4.1
ZC Mar25-Dec25.csv,ZC Dec25-Jul26.csv,3.7250000000000005,3.6500000000000004
ZC Mar25-Dec25.csv,ZC Sep25-Dec25.csv,3.165,2.95
ZC Mar25-Dec25.csv,ZC Dec25-Mar26.csv,2.605,1.3
ZC Mar25-Dec25.csv,ZC Jul25-May26.csv,0.39,0.45
ZC Mar25-Dec25.csv,ZC Mar25-Sep25.csv,1.37,1.3
ZC Mar25-Dec25.csv,ZC May26-Jul26.csv,1.6600000000000001,0.35000000000000003
ZC Mar25-Dec25.csv,ZC Sep25-Mar26.csv,1.085,0.95
ZC Mar25-Dec25.csv,ZC Sep25-May26.csv,0.8550000000000001,0.8
ZC Mar25-Dec25.csv,ZC May25-Sep25.csv,1.49,1.4500000000000002
ZC Mar25-Dec25.csv,ZC May25-Dec25.csv,1.07,1.1
ZC Mar25-May25.csv,ZC Mar25-Jul25.csv,0.47000000000000003,0.5
ZC Mar25-May25.csv,ZC Dec25-Jul26.csv,0.3450000000000001,0.35000000000000003
ZC Mar25-May25.csv,ZC Sep25-Dec25.csv,0.23000000000000004,0.15000000000000002
ZC Mar25-May25.csv,ZC Dec25-Mar26.csv,0.45999999999999996,0.35000000000000003
ZC Mar25-May25.csv,ZC Jul25-May26.csv,0.045,0.0
ZC Mar25-May25.csv,ZC Mar25-Sep25.csv,0.08500000000000002,0.1
ZC Mar25-May25.csv,ZC May26-Jul26.csv,0.185,0.05
ZC Mar25-May25.csv,ZC Sep25-Mar26.csv,0.125,0.1
ZC Mar25-May25.csv,ZC Sep25-May26.csv,0.09500000000000001,0.1
ZC Mar25-May25.csv,ZC May25-Sep25.csv,0.08500000000000002,0.1
ZC Mar25-May25.csv,ZC May25-Dec25.csv,0.07,0.1
ZC Mar25-Jul25.csv,ZC Dec25-Jul26.csv,0.7050000000000001,0.6500000000000001
ZC Mar25-Jul25.csv,ZC Sep25-Dec25.csv,0.475,0.30000000000000004
ZC Mar25-Jul25.csv,ZC Dec25-Mar26.csv,0.9899999999999999,0.75
ZC Mar25-Jul25.csv,ZC Jul25-May26.csv,0.1,0.1
ZC Mar25-Jul25.csv,ZC Mar25-Sep25.csv,0.22000000000000006,0.2
ZC Mar25-Jul25.csv,ZC May26-Jul26.csv,0.41000000000000003,0.05
ZC Mar25-Jul25.csv,ZC Sep25-Mar26.csv,0.27,0.2
ZC Mar25-Jul25.csv,ZC Sep25-May26.csv,0.22500000000000003,0.1
ZC Mar25-Jul25.csv,ZC May25-Sep25.csv,0.22999999999999998,0.2
ZC Mar25-Jul25.csv,ZC May25-Dec25.csv,0.15000000000000002,0.2
ZC Dec25-Jul26.csv,ZC Sep25-Dec25.csv,0.725,0.75
ZC Dec25-Jul26.csv,ZC Dec25-Mar26.csv,1.1099999999999999,1.2000000000000002
ZC Dec25-Jul26.csv,ZC Jul25-May26.csv,0.045,0.0
ZC Dec25-Jul26.csv,ZC Mar25-Sep25.csv,0.13500000000000004,0.1
ZC Dec25-Jul26.csv,ZC May26-Jul26.csv,0.9799999999999999,0.9
ZC Dec25-Jul26.csv,ZC Sep25-Mar26.csv,0.185,0.15000000000000002
ZC Dec25-Jul26.csv,ZC Sep25-May26.csv,0.14500000000000002,0.1
ZC Dec25-Jul26.csv,ZC May25-Sep25.csv,0.14000000000000004,0.1
ZC Dec25-Jul26.csv,ZC May25-Dec25.csv,0.09000000000000001,0.1
ZC Sep25-Dec25.csv,ZC Dec25-Mar26.csv,1.1,1.05
ZC Sep25-Dec25.csv,ZC Jul25-May26.csv,0.125,0.1
ZC Sep25-Dec25.csv,ZC Mar25-Sep25.csv,0.3700000000000001,0.30000000000000004
ZC Sep25-Dec25.csv,ZC May26-Jul26.csv,0.9350000000000002,0.35000000000000003
ZC Sep25-Dec25.csv,ZC Sep25-Mar26.csv,0.32500000000000007,0.25
ZC Sep25-Dec25.csv,ZC Sep25-May26.csv,0.22500000000000003,0.1
ZC Sep25-Dec25.csv,ZC May25-Sep25.csv,0.41500000000000004,0.30000000000000004
ZC Sep25-Dec25.csv,ZC May25-Dec25.csv,0.30000000000000004,0.30000000000000004
ZC Dec25-Mar26.csv,ZC Jul25-May26.csv,0.05,0.05
ZC Dec25-Mar26.csv,ZC Mar25-Sep25.csv,0.05,0.05
ZC Dec25-Mar26.csv,ZC May26-Jul26.csv,0.4950000000000001,0.5
ZC Dec25-Mar26.csv,ZC Sep25-Mar26.csv,0.13999999999999999,0.2
ZC Dec25-Mar26.csv,ZC Sep25-May26.csv,0.10500000000000001,0.1
ZC Dec25-Mar26.csv,ZC May25-Sep25.csv,0.05500000000000001,0.05
ZC Dec25-Mar26.csv,ZC May25-Dec25.csv,0.034999999999999996,0.0
ZC Jul25-May26.csv,ZC Mar25-Sep25.csv,0.39999999999999997,0.30000000000000004
ZC Jul25-May26.csv,ZC May26-Jul26.csv,2.63,2.6
ZC Jul25-May26.csv,ZC Sep25-Mar26.csv,1.8150000000000002,1.8
ZC Jul25-May26.csv,ZC Sep25-May26.csv,1.5050000000000001,1.4000000000000001
ZC Jul25-May26.csv,ZC May25-Sep25.csv,0.44000000000000006,0.4
ZC Jul25-May26.csv,ZC May25-Dec25.csv,0.33,0.35000000000000003
ZC Mar25-Sep25.csv,ZC May26-Jul26.csv,1.235,0.30000000000000004
ZC Mar25-Sep25.csv,ZC Sep25-Mar26.csv,0.835,0.75
ZC Mar25-Sep25.csv,ZC Sep25-May26.csv,0.64,0.6000000000000001
ZC Mar25-Sep25.csv,ZC May25-Sep25.csv,1.0850000000000004,1.1
ZC Mar25-Sep25.csv,ZC May25-Dec25.csv,0.775,0.8
ZC May26-Jul26.csv,ZC Sep25-Mar26.csv,0.135,0.1
ZC May26-Jul26.csv,ZC Sep25-May26.csv,0.125,0.1
ZC May26-Jul26.csv,ZC May25-Sep25.csv,0.06000000000000001,0.05
ZC May26-Jul26.csv,ZC May25-Dec25.csv,0.03,0.0
ZC Sep25-Mar26.csv,ZC Sep25-May26.csv,0.8150000000000002,0.8
ZC Sep25-Mar26.csv,ZC May25-Sep25.csv,0.24500000000000002,0.2
ZC Sep25-Mar26.csv,ZC May25-Dec25.csv,0.165,0.2
ZC Sep25-May26.csv,ZC May25-Sep25.csv,0.22999999999999998,0.2
ZC Sep25-May26.csv,ZC May25-Dec25.csv,0.14500000000000002,0.1
ZC May25-Sep25.csv,ZC May25-Dec25.csv,0.7,0.7000000000000001
