Contract1,Contract2,Best,Average,Best Month,January,February,March,April,May,June,July,August,September,October,November,December
ZC Dec25-Jul26,ZC Sep25-Mar26,0.11,0.07,February,0.07,0.11,0.06,0.07,0.04,0.09,0.11,0.04,0.09,0.05,0.05,0.1
ZC Dec25-Jul26,ZC Sep25-May26,0.18,0.09,January,0.18,0.11,0.06,0.06,0.08,0.1,0.12,0.08,0.04,0.06,0.08,0.08
ZC Dec25-Jul26,ZC May25-Sep25,0.21,0.14,August,,0.04,0.12,0.1,0.11,0.15,0.18,0.21,0.19,0.18,0.17,0.12
ZC Dec25-Jul26,ZC May25-Dec25,0.22,0.14,September,0.07,0.1,0.11,0.09,0.11,0.15,0.18,0.2,0.22,0.18,0.11,0.1
ZC Sep25-Dec25,ZC Dec25-Mar26,0.17,0.12,November,0.14,0.1,0.15,0.15,0.12,0.1,0.14,0.12,0.17,0.09,0.17,0.05
ZC Sep25-Dec25,ZC Jul25-May26,0.19,0.07,March,0.05,0.11,0.19,0.06,0.04,0.03,0.03,0.07,0.06,0.06,0.08,0.04
ZC Sep25-Dec25,ZC Mar25-Sep25,0.09,0.06,July,0.08,0.04,0.04,0.06,0.06,0.06,0.09,0.05,0.04,0.05,0.05,0.07
ZC Sep25-Dec25,ZC May26-Jul26,0.07,0.05,August,0.05,0.03,0.04,0.03,0.04,0.05,0.06,0.07,0.06,,,0.06
ZC Sep25-Dec25,ZC Sep25-Mar26,0.24,0.07,October,0.05,0.06,0.04,0.05,0.05,0.05,,0.05,0.04,0.24,0.09,0.05
ZC Sep25-Dec25,ZC Sep25-May26,0.13,0.07,January,0.13,0.09,0.05,0.1,0.05,0.05,0.04,0.05,0.03,0.07,0.07,0.1
ZC Sep25-Dec25,ZC May25-Sep25,0.08,0.04,August,0.04,0.03,0.04,0.03,0.04,0.06,0.05,0.08,0.03,,0.04,0.04
ZC Sep25-Dec25,ZC May25-Dec25,0.08,0.04,July,0.03,0.03,0.04,0.04,0.07,0.04,0.08,0.06,0.04,,0.04,0.03
ZC Dec25-Mar26,ZC Jul25-May26,0.22,0.13,February,0.07,0.22,0.19,0.09,0.07,0.08,0.1,0.2,0.17,0.09,0.16,0.07
ZC Dec25-Mar26,ZC Mar25-Sep25,0.2,0.14,August,0.13,0.17,0.13,0.11,0.08,0.1,0.16,0.2,0.19,0.12,0.14,0.09
ZC Dec25-Mar26,ZC May26-Jul26,0.17,0.1,September,0.05,0.14,0.05,0.13,0.17,0.1,0.09,0.06,0.17,0.05,0.1,0.03
ZC Dec25-Mar26,ZC Sep25-Mar26,0.22,0.11,September,0.08,0.11,0.04,0.09,0.13,0.12,0.09,0.06,0.22,0.14,0.16,0.04
ZC Dec25-Mar26,ZC Sep25-May26,0.23,0.11,January,0.23,0.12,0.06,0.13,0.08,0.11,0.08,0.05,0.18,0.12,0.16,0.05
ZC Dec25-Mar26,ZC May25-Sep25,0.2,0.14,May,0.1,0.18,0.12,0.09,0.2,0.09,0.16,0.19,0.2,0.16,0.14,0.03
ZC Dec25-Mar26,ZC May25-Dec25,0.23,0.13,March,0.07,0.13,0.23,0.09,,0.12,0.16,0.19,0.21,0.06,0.11,0.05
ZC Jul25-May26,ZC Mar25-Sep25,0.21,0.11,February,0.04,0.21,0.05,0.18,0.1,0.12,0.07,0.06,0.2,0.12,0.07,0.06
ZC Jul25-May26,ZC May26-Jul26,0.17,0.1,February,0.09,0.17,0.15,0.04,0.04,0.06,0.07,0.09,0.1,0.09,0.12,0.14
ZC Jul25-May26,ZC Sep25-Mar26,0.22,0.09,August,0.07,0.2,0.04,0.06,0.06,0.04,0.06,0.22,0.08,0.1,0.1,0.07
ZC Jul25-May26,ZC Sep25-May26,0.2,0.11,February,0.17,0.2,0.04,0.1,0.06,0.04,0.05,0.13,0.17,0.12,0.1,0.07
ZC Jul25-May26,ZC May25-Sep25,0.21,0.09,February,0.03,0.21,0.06,0.07,0.07,0.06,0.1,0.08,0.12,0.08,0.15,0.05
ZC Jul25-May26,ZC May25-Dec25,0.18,0.08,February,0.04,0.18,0.03,0.04,0.05,0.06,0.06,0.07,0.15,0.08,0.1,0.04
ZC Mar25-Sep25,ZC May26-Jul26,0.11,0.07,December,0.05,0.05,0.03,0.04,,0.1,0.09,0.1,0.06,0.06,0.1,0.11
ZC Mar25-Sep25,ZC Sep25-Mar26,0.09,0.06,November,0.06,0.05,0.04,0.06,0.07,0.04,0.07,0.05,0.06,,0.09,0.05
ZC Mar25-Sep25,ZC Sep25-May26,0.13,0.07,April,0.06,0.07,0.05,0.13,0.09,,0.07,0.08,0.06,0.09,0.07,0.06
ZC Mar25-Sep25,ZC May25-Sep25,0.11,0.06,June,0.03,0.04,0.05,0.06,0.07,0.11,0.1,0.07,0.04,0.03,0.04,0.04
ZC Mar25-Sep25,ZC May25-Dec25,0.08,0.05,August,0.03,0.04,0.03,0.06,0.07,0.07,0.07,0.08,0.03,0.03,0.05,0.03
ZC May26-Jul26,ZC Sep25-Mar26,0.07,0.04,February,0.05,0.07,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.07,0.04,0.04
ZC May26-Jul26,ZC Sep25-May26,0.09,0.05,December,0.08,0.03,0.03,0.04,,0.04,0.03,0.06,0.06,0.04,0.06,0.09
ZC May26-Jul26,ZC May25-Sep25,0.1,0.05,June,0.03,0.02,,0.03,0.06,0.1,0.08,0.05,0.06,0.03,0.04,0.02
ZC May26-Jul26,ZC May25-Dec25,0.14,0.05,July,0.03,0.02,0.03,0.04,0.04,0.13,0.14,0.05,0.04,0.04,0.04,0.03
ZC Sep25-Mar26,ZC Sep25-May26,0.08,0.05,October,,0.04,0.04,0.06,0.06,0.04,0.02,0.04,0.07,0.08,0.08,0.06
ZC Sep25-Mar26,ZC May25-Sep25,0.12,0.06,October,0.03,0.03,0.04,0.04,0.05,0.05,0.08,0.08,0.07,0.12,0.1,0.04
ZC Sep25-Mar26,ZC May25-Dec25,0.18,0.08,August,0.03,0.04,0.03,0.04,0.06,0.08,0.05,0.18,0.13,0.16,0.09,0.04
ZC Sep25-May26,ZC May25-Sep25,0.3,0.12,November,0.18,0.07,0.04,0.03,0.07,0.09,0.04,0.1,0.15,0.29,0.3,0.06
ZC Sep25-May26,ZC May25-Dec25,0.33,0.13,October,0.16,0.09,0.03,0.04,0.08,0.13,0.07,0.14,0.19,0.33,0.31,0.05
ZC May25-Sep25,ZC May25-Dec25,0.07,0.04,May,0.03,0.04,0.04,0.05,0.07,0.05,0.05,0.07,0.03,,0.05,0.03
